"CRASH_KEY_XREF_ID","CRASH_ID","VHCL_ID","PARTIC_ID"
"3688798888","1789249","3372323","3843970"
"3688798891","1789313","3372442","3844111"
"3688798906","1805182","3402573","3881044"
"3688798924","1805868","3403794","3882244"
"3688798932","1806143","3404296","3882723"
"3688798934","1806186","3404377","3882800"
"3688798935","1806204","3404411","3882833"
"3688798937","1806268","3404530","3882947"
"3688798963","1807279","3406317","3884679"
"3688798977","1807683","3407019","3885372"
"3688799002","1809755","3410661","3888945"
"3688799009","1812420","3415307","3893514"
"3688799049","1818529","3425586","3903736"
"3688799053","1818954","3426322","3904437"
"3688799055","1818972","3426356","3904470"
"3688799067","1822244","3432155","3909953"
"3688799072","1822498","3432589","3910371"
"3688799084","1824659","3436482","3914091"
"3688799098","1785812","3365707","3835658"
"3688799112","1786012","3366086","3836129"
"3688799180","1805225","3402650","3881116"
"3688799210","1806011","3404054","3882492"
"3688799218","1806411","3404790","3883202"
"3688799240","1807322","3406394","3884758"
"3688799256","1809033","3409427","3887735"
"3688799268","1812427","3415320","3893527"
"3688799280","1813156","3416583","3894791"
"3688799337","1789363","3372536",""
"3688799346","1786266","3366605","3836766"
"3688799364","1787641","3369277","3840113"
"3688799379","1789363","3372535","3844229"
"3688799405","1805493","3403130","3881586"
"3688799425","1806386","3404748","3883161"
"3688799438","1807204","3406177","3884542"
"3688799469","1809033","3409428","3887736"
"3688799480","1809769","3410682","3888966"
"3688799490","1812895","3416112","3894320"
"3688799501","1814849","3419481","3897692"
"3688799504","1815496","3420553","3898755"
"3688799564","1785887","3365847","3835829"
"3688799567","1786037","3366133","3836187"
"3688799579","1786705","3367451","3837851"
"3688799584","1786816","3367669","3838109"
"3688799608","1789406","3372617","3844339"
"3688799619","1805132","3402479","3880954"
"3688799620","1805132","3402480","3880955"
"3688799624","1805207","3402615","3881082"
"3688799625","1805207","3402616","3881083"
"3688799629","1805250","3402697","3881162"
"3688799630","1805268","3402730","3881193"
"3688799649","1805918","3403883","3882331"
"3688799681","1806811","3405474","3883868"
"3688799706","1808215","3407963","3886306"
"3688799735","1812495","3415434","3893639"
"3688799737","1812627","3415651","3893853"
"3688799744","1813156","3416584","3894792"
"3688799752","1814381","3418673","3896881"
"3688799789","1822605","3432781","3910552"
"3688799799","1784215","3362704",""
"3688799853","1801038","3394903","3872445"
"3688799858","1805182","3402572","3881043"
"3688799891","1806186","3404378","3882801"
"3688799893","1806268","3404529","3882946"
"3688799895","1762173","3322903","3788216"
"3688799923","1807872","3407352","3885699"
"3688799930","1808015","3407601","3885950"
"3688799952","1809744","3410643","3888930"
"3688799954","1809755","3410660","3888944"
"3688799959","1810280","3411579","3889841"
"3688799966","1812602","3415610","3893812"
"3688799973","1813113","3416512","3894720"
"3688799986","1815496","3420554","3898756"
"3688800009","1818954","3426321","3904436"
"3688800011","1818972","3426355","3904469"
"3688800023","1822187","3432052","3909860"
"3688800036","1824659","3436481","3914090"
"3688800040","1807390","3406516",""
"3688800045","1782068","3358686",""
"3688800057","1786616","3367267","3837622"
"3688800075","1787827","3369625","3840554"
"3688800080","1787934","3369826","3840798"
"3688800081","1787934","3369826","3840799"
"3688800096","1789424","3372648","3844382"
"3688800151","1806747","3405371","3883764"
"3688800152","1806747","3405372","3883765"
"3688800228","1814156","3418290","3896495"
"3688800238","1816950","3422920","3901154"
"3688800243","1817882","3424441","3902657"
"3688800249","1818354","3425292","3903463"
"3688800263","1819179","3426699","3904799"
"3688800278","1822605","3432780","3910551"
"3688800285","1824395","3435988","3913617"
"3688800292","1781425","3357508",""
"3688800301","1781425","3357507",""
"3688800312","1786212","3366495","3836619"
"3688800315","1786680","3367395","3837785"
"3688800351","1789406","3372618","3844340"
"3688800352","1789406","3372618","3844341"
"3688800353","1789406","3372618","3844342"
"3688800354","1789406","3372618","3844343"
