"CRASH_ID","SER_NO","CRASH_DT","CRASH_MO_NO","CRASH_DAY_NO","CRASH_YR_NO","CRASH_WK_DAY_CD","CRASH_HR_NO","CRASH_HR_SHORT_DESC","CNTY_ID","CNTY_NM","CITY_SECT_ID","CITY_SECT_NM","URB_AREA_CD","URB_AREA_SHORT_NM","FC_CD","FC_SHORT_DESC","NHS_FLG","HWY_NO","HWY_SFX_NO","HWY_MED_NM","RDWY_NO","HWY_COMPNT_CD","HWY_COMPNT_SHORT_DESC","MLGE_TYP_CD","MLGE_TYP_SHORT_DESC","RD_CON_NO","LRS_VAL","LAT_DEG_NO","LAT_MINUTE_NO","LAT_SEC_NO","LONGTD_DEG_NO","LONGTD_MINUTE_NO","LONGTD_SEC_NO","LAT_DD","LONGTD_DD","SPECL_JRSDCT_ID","SPECL_JRSDCT_SHORT_DESC","JRSDCT_GRP_CD","JRSDCT_GRP_LONG_DESC","AGY_ST_NO","ST_FULL_NM","RECRE_RD_NM","ISECT_AGY_ST_NO","ISECT_ST_FULL_NM","ISECT_RECRE_RD_NM","ISECT_SEQ_NO","FROM_ISECT_DSTNC_QTY","CMPSS_DIR_CD","MP_NO","POST_SPEED_LMT_VAL","RD_CHAR_CD","RD_CHAR_SHORT_DESC","OFF_RDWY_FLG","ISECT_TYP_CD","ISECT_TYP_SHORT_DESC","ISECT_REL_FLG","RNDABT_FLG","DRVWY_REL_FLG","LN_QTY","TURNG_LEG_QTY","MEDN_TYP_CD","MEDN_TYP_SHORT_DESC","IMPCT_LOC_CD","CRASH_TYP_CD","CRASH_TYP_SHORT_DESC","COLLIS_TYP_CD","COLLIS_TYP_SHORT_DESC","CRASH_SVRTY_CD","CRASH_SVRTY_SHORT_DESC","WTHR_COND_CD","WTHR_COND_SHORT_DESC","RD_SURF_COND_CD","RD_SURF_SHORT_DESC","LGT_COND_CD","LGT_COND_SHORT_DESC","TRAF_CNTL_DEVICE_CD","TRAF_CNTL_DEVICE_SHORT_DESC","TRAF_CNTL_FUNC_FLG","INVSTG_AGY_CD","INVSTG_AGY_SHORT_DESC","CRASH_EVNT_1_CD","CRASH_EVNT_1_SHORT_DESC","CRASH_EVNT_2_CD","CRASH_EVNT_2_SHORT_DESC","CRASH_EVNT_3_CD","CRASH_EVNT_3_SHORT_DESC","CRASH_CAUSE_1_CD","CRASH_CAUSE_1_SHORT_DESC","CRASH_CAUSE_2_CD","CRASH_CAUSE_2_SHORT_DESC","CRASH_CAUSE_3_CD","CRASH_CAUSE_3_SHORT_DESC","SCHL_ZONE_IND","WRK_ZONE_IND","SCNDRY_CRASH_IND","ALCHL_INVLV_FLG","DRUG_INVLV_FLG","MJ_INVLV_FLG","CRASH_SPEED_INVLV_FLG","CRASH_HIT_RUN_FLG","POP_RNG_CD","POP_RNG_MED_DESC","RD_CNTL_CD","RD_CNTL_MED_DESC","RTE_TYP_CD","RTE_ID","RTE_NM","REG_ID","DIST_ID","SEG_MRK_ID","SEG_PT_LRS_MEAS","UNLOCT_FLG","CRASH_LAST_UD_DT","TOT_VHCL_CNT","TOT_FATAL_CNT","TOT_INJ_LVL_A_CNT","TOT_INJ_LVL_B_CNT","TOT_INJ_LVL_C_CNT","TOT_INJ_CNT","TOT_UNINJD_AGE00_04_CNT","TOT_UNINJD_PER_CNT","TOT_PED_CNT","TOT_PED_FATAL_CNT","TOT_PED_INJ_LVL_A_CNT","TOT_PED_INJ_CNT","TOT_PEDCYCL_CNT","TOT_PEDCYCL_FATAL_CNT","TOT_PEDCYCL_INJ_LVL_A_CNT","TOT_PEDCYCL_INJ_CNT","TOT_UNKNWN_CNT","TOT_UNKNWN_FATAL_CNT","TOT_UNKNWN_INJ_CNT","TOT_OCCUP_CNT","TOT_PER_INVLV_CNT","TOT_SFTY_EQUIP_USED_QTY","TOT_SFTY_EQUIP_UNUSED_QTY","TOT_SFTY_EQUIP_USE_UNKNOWN_QTY","TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT","TOT_MCYCLST_FATAL_CNT","TOT_MCYCLST_INJ_LVL_A_CNT","TOT_MCYCLST_INJ_CNT","TOT_MCYCLST_UNHELMTD_FATAL_CNT","TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT","TOT_DRVR_AGE_01_20_CNT","LANE_RDWY_DPRT_CRASH_FLG"
"1790822","00889","2018-10-17 00:00:00","10","17","2018","4","12","12P","17","Josephine","80","Grants Pass","31","GRNTS PS UA    ","14","U PR-ART","True","482","  ","REDWOOD SPUR","1","0","MN","0","R","","048200100S00","42","25","48.640000000000000","-123","19","6.280000000000000","42.430177777777667","-123.318411111110667","","","","","00914  ","GRANTS PASS PKY             ","","01501  ","M ST                        ","","1","","6","0.2","45","3","STRGHT  ","False","","","True","False","False","5","","0","NONE ","05","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","090","L-TURN REF","True","3","CITY  ","","","","","","","07","TOO-CLOS","29","F AVOID ","27","INATTENT","0","0","","False","False","False","False","False","6","25,001 to 50,000","4","URBAN HWY SYSTEM","US","199  ","US 199    ","3","08 ","293_89","","False","2019-10-29 17:46:11","2","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1824782","00291","2018-03-13 00:00:00","03","13","2018","3","12","12P","36","Yamhill","126","McMinnville","43","MCMINVL UA     ","19","U LOCAL ","False","","","","","","","","","","","45","12","5.450000000000000","-123","12","7.610000000000000","45.201513888888000","-123.202113888888000","","","","","00206  ","SW BLAINE ST                ","","00223  ","SW FOUNDERS WY              ","","1","221","5","","15","5","CURVE   ","True","","","False","False","False","2","","0","NONE ","05","2","PRKD MV   ","4","SS-M    ","5","PDO","3","RAIN","2","WET ","1","DAY ","099","UNKNOWN   ","True","0","NONE  ","","","","","","","01","TOO-FAST","","","","","","","","False","False","False","True","False","6","25,001 to 50,000","3","URBAN CITY STREET ","","","","2","03 ","44_13918","","False","2020-06-09 22:19:26","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","Y"
"1797623","00414","2018-11-15 00:00:00","11","15","2018","5","11","11A","05","Columbia","182","St. Helens","73","ST HELEN UA    ","16","U MN-ART","False","","","","","","","","","","","45","50","22.820000000000000","-122","49","11.600000000000000","45.839672222221333","-122.819888888888667","","","","","00404  ","COLUMBIA BLVD               ","","08017  ","17TH ST                     ","","1","","0","","","3","STRGHT  ","False","","","False","False","False","4","","0","NONE ","00","C","S-STRGHT  ","5","SS-O    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","5","NO RPT","","","","","","","13","IMP LN C","","","","","","","","False","False","False","False","False","5","10,001 to 25,000","3","URBAN CITY STREET ","","","","2","01 ","","","True","2019-11-13 14:32:49","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1817981","00254","2018-05-08 00:00:00","05","08","2018","3","10","10A","06","Coos","39","Coos Bay","17","COOS BAY UA    ","17","U MJ-COL","False","","","","","","","","","","","43","23","4.520000000000000","-124","13","32.210000000000000","43.384588888888333","-124.225613888888667","","","","","02304  ","THOMPSON RD                 ","","01306  ","KOOSBAY BLVD                ","","1","0","8","","","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","","False","False","False","False","False","5","10,001 to 25,000","3","URBAN CITY STREET ","","","","3","07 ","41_6004162","","False","2020-05-11 07:22:19","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1810842","01026","2018-02-26 00:00:00","02","26","2018","2","09","9A ","34","Washington","","","","","07","R MJ-COL","False","","","","","","","","","","","45","37","47.750000000000000","-122","58","11.670000000000000","45.629930555554667","-122.969908333332667","","","","","01231  ","NW JACKSON SCHOOL RD        ","","02231  ","NW SHADYBROOK RD            ","","1","0","3","","","1","INTER   ","True","3","3-LEG  ","False","False","False","","0","","","05","8","FIX OBJ   ","9","FIX     ","5","PDO","2","CLD ","1","DRY ","1","DAY ","000","NONE      ","True","2","COUNTY","053","POLE UTL  ","","","","","08","IMP-TURN","","","","","0","0","","False","False","False","False","False","","","6","RURAL COUNTY ROAD","","","","2","01 ","58_200077","","False","2020-03-25 15:05:15","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","N"
"1777603","00542","2018-02-13 00:00:00","02","13","2018","3","14","2P ","03","Clackamas","","","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","24","58.160000000000000","-122","35","35.830000000000000","45.416155555555000","-122.593286111110333","","","","","22229  ","SE WEBSTER RD               ","","","                            ","","","","9","0.52","35","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","04","H","O-1 L-TURN","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","022","L-GRN-SIG ","True","2","COUNTY","","","","","","","13","IMP LN C","14","DIS TCD ","","","0","0","","False","False","False","False","False","","","9","SUBURBAN COUNTY ROAD","","","","1","02B","58_305975","","False","2019-05-13 10:41:46","2","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","1","N"
"1786800","00823","2018-05-21 00:00:00","05","21","2018","2","17","5P ","09","Deschutes","197","Sisters","","","07","R MJ-COL","False","015","  ","MCKENZIE","1","6","CN","0","R","1","0015AK100S00","44","17","28.780000000000000","-121","33","20.790000000000000","44.291327777777333","-121.555775000000000","","","","","09010  ","CASCADE AVE CONN            ","","00401  ","W CASCADE AVE               ","","1","","6","92.19","25","5","CURVE   ","False","","","True","False","False","2","","0","NONE ","03","I","O-1STOP   ","-","BACK    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","2","COUNTY","092","PHANTOM   ","","","","","26","PHANTOM ","","","","","0","0","","False","False","False","False","False","3","2,501 to 5,000","5","RURAL HWY SYSTEM","US","20   ","US 20     ","4","10 ","293_3621","","False","2019-10-30 17:09:33","2","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1779169","00344","2018-02-23 00:00:00","02","23","2018","6","07","7A ","09","Deschutes","173","Redmond","63","REDMOND UA     ","17","U MJ-COL","False","","","","","","","","","","","44","17","53.510000000000000","-121","10","44.270000000000000","44.298197222221333","-121.178963888888667","","","","","02002  ","QUINCE AVE                  ","","08010  ","W 10TH ST                   ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","01","B","ANGL-OTH  ","6","TURN    ","4","INJ","6","SNOW","3","SNO ","1","DAY ","004","STOP SIGN ","True","0","NONE  ","","","","","","","02","NO-YIELD","","","","","","","","False","False","False","False","False","6","25,001 to 50,000","3","URBAN CITY STREET ","","","","4","10 ","11_10017201","","False","2019-10-30 16:37:58","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","1","N"
"1799189","04429","2018-08-23 00:00:00","08","23","2018","5","20","8P ","34","Washington","92","Hillsboro","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","32","3.300000000000000","-122","52","9.540000000000000","45.534249999999333","-122.869316666666667","","","","","00405  ","NW CORNELL RD               ","","05188  ","NW 188TH AVE                ","","1","395","3","","45","2","ALLEY   ","False","","","False","False","False","5","","0","NONE ","08","H","O-1 L-TURN","6","TURN    ","4","INJ","2","CLD ","1","DRY ","5","DUSK","099","UNKNOWN   ","True","3","CITY  ","","","","","","","02","NO-YIELD","","","","","0","0","","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","1","02B","58_247055","","False","2019-11-27 07:26:28","2","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1801247","00395","2018-11-17 00:00:00","11","17","2018","7","17","5P ","29","Tillamook","","","","","02","R PR-ART","True","009","  ","OREGON COAST","1","0","MN","0","R","","000900100S00","45","43","10.520000000000000","-123","55","18.340000000000000","45.719588888888667","-123.921761111110667","","","","","","                            ","","","                            ","","","","0","43.55","40","5","CURVE   ","True","","","False","False","False","2","","0","NONE ","06","G","O-STRGHT  ","4","SS-M    ","4","INJ","1","CLR ","1","DRY ","3","DARK","000","NONE      ","True","1","STATE ","","","","","","","32","CARELESS","05","LEFT-CTR","16","FATIGUE ","0","0","","False","False","False","False","False","","","5","RURAL HWY SYSTEM","US","101  ","US 101    ","2","01 ","293_18307","","False","2019-12-20 07:15:40","2","0","0","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","0","0","0","0","0","0","0","0","Y"
