"CRASH_ID","SER_NO","CRASH_DT","CRASH_MO_NO","CRASH_DAY_NO","CRASH_YR_NO","CRASH_WK_DAY_CD","CRASH_HR_NO","CRASH_HR_SHORT_DESC","CNTY_ID","CNTY_NM","CITY_SECT_ID","CITY_SECT_NM","URB_AREA_CD","URB_AREA_SHORT_NM","FC_CD","FC_SHORT_DESC","NHS_FLG","HWY_NO","HWY_SFX_NO","HWY_MED_NM","RDWY_NO","HWY_COMPNT_CD","HWY_COMPNT_SHORT_DESC","MLGE_TYP_CD","MLGE_TYP_SHORT_DESC","RD_CON_NO","LRS_VAL","LAT_DEG_NO","LAT_MINUTE_NO","LAT_SEC_NO","LONGTD_DEG_NO","LONGTD_MINUTE_NO","LONGTD_SEC_NO","LAT_DD","LONGTD_DD","SPECL_JRSDCT_ID","SPECL_JRSDCT_SHORT_DESC","JRSDCT_GRP_CD","JRSDCT_GRP_LONG_DESC","AGY_ST_NO","ST_FULL_NM","RECRE_RD_NM","ISECT_AGY_ST_NO","ISECT_ST_FULL_NM","ISECT_RECRE_RD_NM","ISECT_SEQ_NO","FROM_ISECT_DSTNC_QTY","CMPSS_DIR_CD","MP_NO","POST_SPEED_LMT_VAL","RD_CHAR_CD","RD_CHAR_SHORT_DESC","OFF_RDWY_FLG","ISECT_TYP_CD","ISECT_TYP_SHORT_DESC","ISECT_REL_FLG","RNDABT_FLG","DRVWY_REL_FLG","LN_QTY","TURNG_LEG_QTY","MEDN_TYP_CD","MEDN_TYP_SHORT_DESC","IMPCT_LOC_CD","CRASH_TYP_CD","CRASH_TYP_SHORT_DESC","COLLIS_TYP_CD","COLLIS_TYP_SHORT_DESC","CRASH_SVRTY_CD","CRASH_SVRTY_SHORT_DESC","WTHR_COND_CD","WTHR_COND_SHORT_DESC","RD_SURF_COND_CD","RD_SURF_SHORT_DESC","LGT_COND_CD","LGT_COND_SHORT_DESC","TRAF_CNTL_DEVICE_CD","TRAF_CNTL_DEVICE_SHORT_DESC","TRAF_CNTL_FUNC_FLG","INVSTG_AGY_CD","INVSTG_AGY_SHORT_DESC","CRASH_EVNT_1_CD","CRASH_EVNT_1_SHORT_DESC","CRASH_EVNT_2_CD","CRASH_EVNT_2_SHORT_DESC","CRASH_EVNT_3_CD","CRASH_EVNT_3_SHORT_DESC","CRASH_CAUSE_1_CD","CRASH_CAUSE_1_SHORT_DESC","CRASH_CAUSE_2_CD","CRASH_CAUSE_2_SHORT_DESC","CRASH_CAUSE_3_CD","CRASH_CAUSE_3_SHORT_DESC","SCHL_ZONE_IND","WRK_ZONE_IND","SCNDRY_CRASH_IND","ALCHL_INVLV_FLG","DRUG_INVLV_FLG","MJ_INVLV_FLG","CRASH_SPEED_INVLV_FLG","CRASH_HIT_RUN_FLG","POP_RNG_CD","POP_RNG_MED_DESC","RD_CNTL_CD","RD_CNTL_MED_DESC","RTE_TYP_CD","RTE_ID","RTE_NM","REG_ID","DIST_ID","SEG_MRK_ID","SEG_PT_LRS_MEAS","UNLOCT_FLG","CRASH_LAST_UD_DT","TOT_VHCL_CNT","TOT_FATAL_CNT","TOT_INJ_LVL_A_CNT","TOT_INJ_LVL_B_CNT","TOT_INJ_LVL_C_CNT","TOT_INJ_CNT","TOT_UNINJD_AGE00_04_CNT","TOT_UNINJD_PER_CNT","TOT_PED_CNT","TOT_PED_FATAL_CNT","TOT_PED_INJ_LVL_A_CNT","TOT_PED_INJ_CNT","TOT_PEDCYCL_CNT","TOT_PEDCYCL_FATAL_CNT","TOT_PEDCYCL_INJ_LVL_A_CNT","TOT_PEDCYCL_INJ_CNT","TOT_UNKNWN_CNT","TOT_UNKNWN_FATAL_CNT","TOT_UNKNWN_INJ_CNT","TOT_OCCUP_CNT","TOT_PER_INVLV_CNT","TOT_SFTY_EQUIP_USED_QTY","TOT_SFTY_EQUIP_UNUSED_QTY","TOT_SFTY_EQUIP_USE_UNKNOWN_QTY","TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT","TOT_MCYCLST_FATAL_CNT","TOT_MCYCLST_INJ_LVL_A_CNT","TOT_MCYCLST_INJ_CNT","TOT_MCYCLST_UNHELMTD_FATAL_CNT","TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT","TOT_DRVR_AGE_01_20_CNT","LANE_RDWY_DPRT_CRASH_FLG"
"1850298","09361","2019-08-30 00:00:00","08","30","2019","6","18","6P ","26","Multnomah","245","Portland SE","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","31","8.570000000000000","-122","32","2.020000000000000","45.519047002056254","-122.533894662085670","","","","","02259  ","SE STARK ST                 ","","05126  ","SE 126TH AVE                ","","1","0","7","","","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","06","A","ANGL-STP  ","6","TURN    ","4","INJ","0","UNK ","1","DRY ","1","DAY ","004","STOP SIGN ","True","0","NONE  ","","","","","","","08","IMP-TURN","","","","","","","","False","False","False","False","False","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_115812","","False","2020-11-22 14:23:56","2","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","2","0","1","0","0","0","0","0","0","0","N"
"1838891","02643","2019-07-14 00:00:00","07","14","2019","1","13","1P ","24","Marion","184","Salem","67","SALEM-KZ UA    ","14","U PR-ART","True","","","","","","","","","","","44","56","27.480000000000000","-122","58","59.080000000000000","44.940967010844400","-122.983078319238540","","","","","01408  ","LANCASTER DR NE             ","","00616  ","DENVER AVE NE               ","","1","220","5","","","2","ALLEY   ","True","","","False","False","False","4","","0","NONE ","08","6","BIKE      ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","3","CITY  ","","","","","","","02","NO-YIELD","","","","","0","0","0","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","2","03 ","53_10003139","","False","2020-09-16 07:37:43","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","N"
"1826425","00545","2019-04-17 00:00:00","04","17","2019","4","11","11A","22","Linn","","","","","02","R PR-ART","True","210","  ","CORVALLIS-LEBANON","1","0","MN","0","R","","021000100S00","44","33","50.580000000000000","-123","12","10.270000000000000","44.564050242268020","-123.202851872428570","","","","","","                            ","","","                            ","","","","9","2.78","55","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","03","D","S-1TURN   ","6","TURN    ","4","INJ","2","CLD ","1","DRY ","1","DAY ","004","STOP SIGN ","True","1","STATE ","","","","","","","08","IMP-TURN","","","","","0","0","0","False","False","False","False","False","","","5","RURAL HWY SYSTEM","OR","34   ","OR 34     ","2","04 ","293_12651","","False","2020-06-17 16:17:13","2","0","1","1","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","5","5","5","0","0","0","0","0","0","0","0","0","N"
"1843405","04903","2019-06-04 00:00:00","06","04","2019","3","09","9A ","26","Multnomah","245","Portland SE","57","PORTLAND UA    ","17","U MJ-COL","False","","","","","","","","","","","45","30","19.140000000000000","-122","36","32.370000000000000","45.505317065607790","-122.608992129484460","","","","","00614  ","SE DIVISION ST              ","","05052  ","SE 52ND AVE                 ","","1","0","7","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","0","UNK ","0","UNK ","1","DAY ","001","TRF SIGNAL","True","5","NO RPT","","","","","","","29","F AVOID ","","","","","","","","False","False","False","False","False","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_119478","","False","2020-10-14 09:44:38","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1854812","01072","2019-02-05 00:00:00","02","05","2019","3","07","7A ","26","Multnomah","243","Portland NE","57","PORTLAND UA    ","14","U PR-ART","True","","","","","","","","","","","45","34","58.550000000000000","-122","40","4.120000000000000","45.582930217874804","-122.667810024918980","","","","","00472  ","NE COLUMBIA BLVD            ","","02504  ","NE VANCOUVER AVE            ","","1","0","3","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","5","PDO","0","UNK ","4","ICE ","4","DAWN","001","TRF SIGNAL","True","0","NONE  ","124","SLIPPERY  ","","","","","01","TOO-FAST","","","","","","","","False","False","False","True","False","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_193350","","False","2020-12-19 17:58:14","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1871792","04522","2019-11-03 00:00:00","11","03","2019","1","23","11P","24","Marion","110","Keizer","67","SALEM-KZ UA    ","19","U LOCAL ","False","","","","","","","","","","","44","59","6.770000000000000","-123","0","54.190000000000000","44.985212810253710","-123.015052824260420","","","","","00121  ","ARNOLD ST NE                ","","00220  ","BEEBE ST NE                 ","","1","249","1","","","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","00","2","PRKD MV   ","5","SS-O    ","5","PDO","0","UNK ","0","UNK ","2","DLIT","099","UNKNOWN   ","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","","False","False","False","False","False","6","25,001 to 50,000","3","URBAN CITY STREET ","","","","2","03 ","53_10001418","","False","2021-03-16 21:48:15","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","N"
"1859080","03546","2019-07-13 00:00:00","07","13","2019","7","16","4P ","34","Washington","92","Hillsboro","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","33","3.300000000000000","-122","55","34.890000000000000","45.550916242909720","-122.926359019303530","","","","","00224  ","NE BROOKWOOD PKY            ","","00710  ","NE EVERGREEN PKY            ","","1","0","5","","","1","INTER   ","False","1","CROSS  ","False","False","False","","3","","","06","E","S-1STOP   ","3","REAR    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","1","02B","58_201137","","False","2021-01-13 19:31:02","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1864653","00246","2019-04-19 00:00:00","04","19","2019","6","17","5P ","27","Polk","99","Independence","47","MONM-IND UA    ","16","U MN-ART","False","","","","","","","","","","","44","50","44.430000000000000","-123","10","57.640000000000000","44.845673972903430","-123.182678058889330","","","","","02203  ","S RIVER RD                  ","","01501  ","MAIN ST                     ","","1","500","7","","55","8","BRIDGE  ","False","","","False","False","False","2","","0","NONE ","08","E","S-1STOP   ","3","REAR    ","5","PDO","3","RAIN","2","WET ","1","DAY ","000","NONE      ","True","3","CITY  ","013","FORCED    ","","","","","16","FATIGUE ","","","","","0","0","0","False","False","False","False","False","4","5,001 to 10,000","3","URBAN CITY STREET ","","","","2","03 ","18_180044","","False","2021-02-09 20:41:51","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","4","3","0","1","0","0","0","0","0","0","0","N"
"1847673","04637","2019-11-20 00:00:00","11","20","2019","4","16","4P ","24","Marion","184","Salem","67","SALEM-KZ UA    ","19","U LOCAL ","False","","","","","","","","","","","44","56","56.510000000000000","-123","1","19.070000000000000","44.949030509098360","-123.021962534233040","","","","","01520  ","MARKET ST NE                ","","01528  ","MCCOY AVE NE                ","","1","0","2","","","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","004","STOP SIGN ","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","2","03 ","53_10012358","","False","2020-11-04 16:41:03","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1840703","03013","2019-08-09 00:00:00","08","09","2019","6","15","3P ","24","Marion","184","Salem","67","SALEM-KZ UA    ","16","U MN-ART","False","","","","","","","","","","","44","54","17.120000000000000","-123","3","1.280000000000000","44.904755905248780","-123.050355912340970","","","","","01433  ","S LIBERTY RD                ","","01504  ","MADRONA AVE S               ","","1","0","6","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","3","CITY  ","","","","","","","07","TOO-CLOS","","","","","0","0","0","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","2","03 ","53_10004075","","False","2020-09-27 09:16:25","2","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","1","N"
