"CRASH_KEY_XREF_ID","CRASH_ID","VHCL_ID","PARTIC_ID"
"3782756047","1865220","3511957","3999187"
"3782756058","1869993","3520330","4007306"
"3782756063","1870663","3521530","4008467"
"3782756072","1872901","3525425","4012210"
"3782756078","1874750","3528567","4015276"
"3782756086","1859940","3502495",""
"3782756094","1845793","3476590","3961373"
"3782756116","1854524","3493068","3980906"
"3782756146","1855360","3494472","3982266"
"3782756153","1855553","3494804","3982591"
"3782756156","1855596","3494872","3982658"
"3782756162","1855696","3495038","3982816"
"3782756166","1855887","3495365","3983135"
"3782756172","1856296","3496076","3983827"
"3782756184","1856632","3496676","3984411"
"3782756208","1858402","3499777","3987411"
"3782756227","1860469","3503453","3990964"
"3782756235","1860769","3503989","3991479"
"3782756254","1865313","3512120","3999349"
"3782756291","1836869","3459376",""
"3782756306","1845191","3475476","3960032"
"3782756319","1846036","3477041","3961909"
"3782756342","1854524","3493067","3980905"
"3782756348","1854760","3493442","3981272"
"3782756358","1854894","3493660","3981485"
"3782756366","1855096","3494021","3981829"
"3782756376","1855330","3494421","3982216"
"3782756378","1855360","3494471","3982265"
"3782756401","1855753","3495132","3982909"
"3782756405","1855930","3495446","3983214"
"3782756419","1856432","3496318","3984061"
"3782756427","1856632","3496675","3984410"
"3782756434","1856889","3497118","3984841"
"3782756440","1857023","3497361","3985074"
"3782756480","1859867","3502359","3989907"
"3782756548","1836869","3459375",""
"3782756554","1844891","3474897","3959331"
"3782756555","1845193","3475479","3960035"
"3782756556","1845193","3475480","3960036"
"3782756568","1854215","3492545","3980372"
"3782756576","1854651","3493263","3981095"
"3782756577","1854651","3493264","3981096"
"3782756599","1855160","3494132","3981931"
"3782756622","1855594","3494868","3982654"
"3782756637","1855830","3495268","3983041"
"3782756639","1791018","3375658","3848232"
"3782756640","1791018","3375658","3848233"
"3782756677","1857159","3497607","3985309"
"3782756681","1857359","3497961","3985650"
"3782756703","1859274","3501334","3988922"
"3782756724","1860676","3503824","3991318"
"3782756735","1861003","3504410","3991888"
"3782756751","1867319","3515591","4002714"
"3782756752","1867319","3515591","4002715"
"3782756760","1869934","3520221","4007204"
"3782756794","1846029","3477029","3961892"
"3782756828","1854658","3493277","3981108"
"3782756836","1854760","3493441","3981271"
"3782756867","1855294","3494354","3982150"
"3782756894","1855930","3495447","3983215"
"3782756895","1855953","3495483","3983249"
"3782756924","1856889","3497119","3984842"
"3782756933","1857359","3497962","3985651"
"3782756946","1857668","3498500","3986174"
"3782756967","1859440","3501606","3989180"
"3782756972","1860576","3503644","3991147"
"3782756988","1864184","3510123","3997424"
"3782757002","1870027","3520390","4007368"
"3782757003","1870136","3520590","4007558"
"3782757019","1874780","3528614","4015323"
"3782757022","1874950","3528880","4015576"
"3782757041","1846036","3477042","3961910"
"3782757047","1848737","3482209","3968101"
"3782757076","1854851","3493590","3981416"
"3782757077","1854860","3493605","3981431"
"3782757088","1855187","3494175","3981974"
"3782757090","1855260","3494290","3982087"
"3782757094","1855287","3494341","3982137"
"3782757121","1855689","3495026","3982804"
"3782757134","1856296","3496077","3983828"
"3782757135","1856430","3496313","3984056"
"3782757142","1856625","3496662","3984398"
"3782757154","1857025","3497364","3985077"
"3782757170","1857795","3498721","3986389"
"3782757177","1858338","3499657","3987298"
"3782757184","1858804","3500491","3988112"
"3782757199","1860803","3504050","3991540"
"3782757201","1860833","3504099","3991586"
"3782757241","1873501","3526463","4013227"
"3782757243","1873814","3526999","4013749"
"3782757271","1848735","3482206","3968097"
"3782757288","1854758","3493438","3981268"
"3782757303","1855087","3494008","3981817"
"3782757313","1855287","3494340","3982136"
"3782757318","1855353","3494459","3982254"
"3782757337","1855689","3495025","3982803"
"3782757353","1856430","3496314","3984057"
"3782757365","1856832","3497016","3984741"
"3782757367","1857025","3497365","3985078"
"3782757377","1857525","3498250","3985934"
