"CRASH_ID","VHCL_ID","PARTIC_ID","PARTIC_DSPLY_SEQ_NO","VHCL_CODED_SEQ_NO","PARTIC_VHCL_SEQ_NO","PARTIC_TYP_CD","PARTIC_TYP_SHORT_DESC","PARTIC_HIT_RUN_FLG","PUB_EMPL_FLG","SEX_CD","AGE_VAL","DRVR_LIC_STAT_CD","DRVR_LIC_STAT_SHORT_DESC","DRVR_RES_STAT_CD","DRVR_RES_SHORT_DESC","INJ_SVRTY_CD","INJ_SVRTY_SHORT_DESC","SFTY_EQUIP_USE_CD","SFTY_EQUIP_USE_SHORT_DESC","AIRBAG_DEPLOY_IND","MVMNT_CD","MVMNT_SHORT_DESC","CMPSS_DIR_FROM_CD","PARTIC_CMPSS_DIR_FROM_SHORT_DESC","CMPSS_DIR_TO_CD","PARTIC_CMPSS_DIR_TO_SHORT_DESC","NON_MOTRST_LOC_CD","NON_MOTRST_LOC_SHORT_DESC","ACTN_CD","ACTN_SHORT_DESC","PARTIC_ERR_1_CD","PARTIC_ERR_1_SHORT_DESC","PARTIC_ERR_2_CD","PARTIC_ERR_2_SHORT_DESC","PARTIC_ERR_3_CD","PARTIC_ERR_3_SHORT_DESC","PARTIC_CAUSE_1_CD","PARTIC_CAUSE_1_SHORT_DESC","PARTIC_CAUSE_2_CD","PARTIC_CAUSE_2_SHORT_DESC","PARTIC_CAUSE_3_CD","PARTIC_CAUSE_3_SHORT_DESC","PARTIC_EVNT_1_CD","PARTIC_EVNT_1_SHORT_DESC","PARTIC_EVNT_2_CD","PARTIC_EVNT_2_SHORT_DESC","PARTIC_EVNT_3_CD","PARTIC_EVNT_3_SHORT_DESC","BAC_VAL","ALCHL_USE_RPT_IND","DRUG_USE_RPT_IND","MJ_USE_RPT_IND","STRIKG_PARTIC_FLG"
"1935625","3637534","4138735","1","1","1","1","DRVR","True","False","1","83","1","OR-Y ","1","OR<25","9","NONE","9","UNK       ","0","","","","","","","","","000","NONE     ","029","PED ROW   ","","","","","02","NO-YIELD","","","","","","","","","","","86","0","0","3","False"
"1935625","","4138736","2","","1","3","PED ","False","False","2","70","","","","","1","KILL","","","","1","STRGHT","5","S ","1","N ","01","I XWLK   ","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","00","0","1","0","False"
"1935643","3637571","4138775","1","1","1","1","DRVR","False","False","1","31","4","EXP  ","1","OR<25","9","NONE","2","BELT      ","0","","","","","","","","","000","NONE     ","016","INATTENT  ","","","","","27","INATTENT","","","","","116","DSTRCT OTH","","","","","86","0","0","3","False"
"1935643","","4138776","2","","1","6","BIKE","False","False","2","36","","","","","1","KILL","9","UNK       ","","1","STRGHT","5","S ","1","N ","04","ROAD     ","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","00","0","0","0","False"
"1942213","3649354","4151962","1","1","1","1","DRVR","False","False","1","61","3","SUSP ","4","N-RES","1","KILL","6","HELM      ","","","","","","","","","","000","NONE     ","047","BASCRULE  ","079","F NEG CURV","","","01","TOO-FAST","","","","","","","","","","","09","9","1","2","False"
"1942234","3649389","4151997","1","1","1","1","DRVR","False","False","1","52","8","N-VAL","2","OR>25","1","KILL","9","UNK       ","","","","","","","","","","000","NONE     ","039","WRNGSIDE  ","079","F NEG CURV","080","FAIL LN   ","05","LEFT-CTR","","","","","","","","","","","00","9","1","1","False"
"1942234","3649390","4151998","2","2","1","1","DRVR","False","False","1","56","1","OR-Y ","2","OR>25","3","INJB","2","BELT      ","0","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1942278","3649465","4152072","1","1","1","1","DRVR","False","False","1","41","1","OR-Y ","1","OR<25","1","KILL","2","BELT      ","","","","","","","","","","017","LOSTCTRL ","050","SPEED     ","021","RAN STOP  ","073","ELUDING   ","30","SPEED   ","03","PAS-STOP","","","","","","","","","16","9","0","0","False"
"1942532","3649889","4152487","1","1","1","1","DRVR","False","False","1","36","1","OR-Y ","2","OR>25","1","KILL","6","HELM      ","","","","","","","","","","000","NONE     ","050","SPEED     ","052","CARELESS  ","","","30","SPEED   ","32","CARELESS","","","001","FEL/JUMP  ","","","","","00","9","1","0","False"
"1942532","3649890","4152488","2","2","1","1","DRVR","False","False","1","70","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1942550","3649920","4152518","1","1","1","1","DRVR","False","False","2","35","1","OR-Y ","1","OR<25","3","INJB","2","BELT      ","1","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1942550","3649921","4152519","2","2","1","1","DRVR","False","False","2","87","1","OR-Y ","1","OR<25","1","KILL","2","BELT      ","","","","","","","","","","000","NONE     ","028","NO ROW    ","021","RAN STOP  ","","","02","NO-YIELD","03","PAS-STOP","","","","","","","","","86","","","","False"
"1942647","3650088","4152680","1","1","1","1","DRVR","False","False","1","50","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","0","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","00","","0","0","False"
"1942647","","4152681","2","","1","3","PED ","False","False","1","39","","","","","1","KILL","","","","1","STRGHT","7","W ","3","E ","04","ROAD     ","037","BTWN INT ","057","BTWN INT  ","071","NM IMP USE","016","INATTENT  ","18","IN RDWY ","02","NO-YIELD","27","INATTENT","","","","","","","43","9","0","0","False"
"1942663","3650112","4152704","1","1","1","1","DRVR","False","False","1","44","1","OR-Y ","2","OR>25","9","NONE","0","NONE      ","","","","","","","","","","000","NONE     ","029","PED ROW   ","","","","","02","NO-YIELD","","","","","","","","","","","86","0","0","0","False"
"1942663","","4152705","2","","1","3","PED ","False","False","2","83","","","","","1","KILL","","","","1","STRGHT","8","NW","4","SE","01","I XWLK   ","035","X W/ SGNL","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1942716","3650202","4152789","1","1","1","1","DRVR","False","False","1","72","1","OR-Y ","2","OR>25","1","KILL","0","NONE      ","1","","","","","","","","","017","LOSTCTRL ","047","BASCRULE  ","079","F NEG CURV","081","OFF RD    ","01","TOO-FAST","","","","","","","","","","","00","1","1","1","False"
"1942720","3650207","4152794","1","1","1","1","DRVR","False","False","1","30","1","OR-Y ","1","OR<25","1","KILL","6","HELM      ","","","","","","","","","","000","NONE     ","047","BASCRULE  ","","","","","01","TOO-FAST","","","","","001","FEL/JUMP  ","","","","","03","9","1","1","False"
"1942720","3650208","4152795","2","2","1","1","DRVR","False","False","2","29","1","OR-Y ","1","OR<25","4","INJC","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1942727","3650220","4152805","1","1","1","1","DRVR","False","False","1","24","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1942727","","4152806","2","","1","6","BIKE","False","False","2","10","","","","","1","KILL","0","NONE      ","","1","STRGHT","2","NE","6","SW","03","I XWK?   ","035","X W/ SGNL","021","RAN STOP  ","028","NO ROW    ","","","03","PAS-STOP","02","NO-YIELD","","","001","FEL/JUMP  ","","","","","","0","0","3","False"
"1942768","3650284","4152869","1","1","1","1","DRVR","False","False","1","26","3","SUSP ","2","OR>25","1","KILL","6","HELM      ","","","","","","","","","","000","NONE     ","050","SPEED     ","039","WRNGSIDE  ","079","F NEG CURV","30","SPEED   ","05","LEFT-CTR","","","001","FEL/JUMP  ","","","","","00","","1","2","False"
"1942768","3650285","4152870","2","2","1","1","DRVR","False","False","1","35","1","OR-Y ","2","OR>25","4","INJC","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","00","","0","0","False"
"1942838","3650394","4152980","1","1","1","1","DRVR","False","False","1","60","1","OR-Y ","1","OR<25","1","KILL","2","BELT      ","","","","","","","","","","000","NONE     ","080","FAIL LN   ","081","OFF RD    ","","","10","OTHR-IMP","","","","","","","","","","","40","1","","","False"
"1942856","3650423","4153008","1","1","1","1","DRVR","False","False","1","60","3","SUSP ","1","OR<25","1","KILL","0","NONE      ","","","","","","","","","","000","NONE     ","039","WRNGSIDE  ","","","","","05","LEFT-CTR","","","","","","","","","","","06","9","1","0","False"
"1942856","3650424","4153009","2","2","1","1","DRVR","False","False","1","53","1","OR-Y ","1","OR<25","2","INJA","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1942918","3650526","4153110","1","1","1","1","DRVR","False","False","1","63","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","1","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","","","","False"
"1942918","3650527","4153111","2","2","1","1","DRVR","False","False","1","15","8","N-VAL","1","OR<25","3","INJB","2","BELT      ","1","","","","","","","","","000","NONE     ","047","BASCRULE  ","039","WRNGSIDE  ","079","F NEG CURV","01","TOO-FAST","05","LEFT-CTR","","","","","","","","","86","","","","False"
"1942918","3650527","4153112","3","2","2","2","PSNG","False","False","2","16","","","","","1","KILL","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","00","0","0","3","False"
"1942918","3650527","4153113","4","2","3","2","PSNG","False","False","1","16","","","","","4","INJC","9","UNK       ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","","","","False"
"1942918","3650527","4153114","5","2","4","2","PSNG","False","False","1","16","","","","","4","INJC","9","UNK       ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","","","","False"
"1942943","3650555","4153141","1","1","1","1","DRVR","False","False","1","25","0","NONE ","2","OR>25","1","KILL","9","UNK       ","","","","","","","","","","017","LOSTCTRL ","050","SPEED     ","079","F NEG CURV","081","OFF RD    ","30","SPEED   ","14","DIS TCD ","27","INATTENT","","","","","","","06","9","0","0","False"
"1942943","3650555","4153142","2","1","2","2","PSNG","False","False","1","20","","","","","4","INJC","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","0","0","3","False"
"1942943","3650555","4153143","3","1","3","2","PSNG","False","False","1","31","","","","","2","INJA","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","","0","0","3","False"
"1942956","3650573","4153162","1","1","1","1","DRVR","False","False","1","53","1","OR-Y ","1","OR<25","1","KILL","9","UNK       ","","","","","","","","","","017","LOSTCTRL ","047","BASCRULE  ","079","F NEG CURV","081","OFF RD    ","01","TOO-FAST","","","","","","","","","","","07","9","1","0","False"
"1943050","3650714","4153298","1","1","1","1","DRVR","False","False","2","28","1","OR-Y ","1","OR<25","1","KILL","0","NONE      ","","","","","","","","","","000","NONE     ","039","WRNGSIDE  ","","","","","05","LEFT-CTR","","","","","","","","","","","00","0","1","0","False"
"1943050","3650715","4153299","2","2","1","1","DRVR","False","False","2","21","1","OR-Y ","1","OR<25","3","INJB","2","BELT      ","1","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","1","","9","False"
"1943078","3650760","4153344","1","1","1","1","DRVR","False","False","2","39","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
"1943078","","4153345","2","","1","3","PED ","False","False","1","53","","","","","1","KILL","","","","1","STRGHT","2","NE","6","SW","04","ROAD     ","037","BTWN INT ","057","BTWN INT  ","028","NO ROW    ","071","NM IMP USE","18","IN RDWY ","02","NO-YIELD","19","NT VISBL","","","","","","","23","1","0","0","False"
"1943137","3650850","4153435","1","1","1","1","DRVR","False","False","1","79","1","OR-Y ","1","OR<25","3","INJB","2","BELT      ","1","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","00","0","0","3","False"
"1943137","3650851","4153436","2","2","1","1","DRVR","False","False","1","33","3","SUSP ","2","OR>25","1","KILL","6","HELM      ","","","","","","","","","","017","LOSTCTRL ","079","F NEG CURV","083","OVRSTEER  ","080","FAIL LN   ","05","LEFT-CTR","","","","","001","FEL/JUMP  ","","","","","00","0","1","1","False"
"1943146","3650865","4153450","1","1","1","1","DRVR","False","False","1","52","1","OR-Y ","1","OR<25","1","KILL","2","BELT      ","","","","","","","","","","028","ILLNESS  ","080","FAIL LN   ","081","OFF RD    ","","","17","ILLNESS ","","","","","","","","","","","00","9","9","0","False"
"1943161","3650889","4153473","1","1","1","1","DRVR","False","False","1","55","0","NONE ","1","OR<25","1","KILL","6","HELM      ","","","","","","","","","","000","NONE     ","042","F/SLO MV  ","","","","","29","F AVOID ","","","","","001","FEL/JUMP  ","","","","","19","9","1","0","False"
"1943161","3650890","4153474","2","2","1","1","DRVR","False","False","1","51","1","OR-Y ","1","OR<25","9","NONE","2","BELT      ","","","","","","","","","","000","NONE     ","000","NONE      ","","","","","00","NO CODE ","","","","","","","","","","","86","0","0","3","False"
