"CRASH_KEY_XREF_ID","CRASH_ID","VHCL_ID","PARTIC_ID"
"4682924044","1929100","3625257","4124085"
"4682924059","1934316","3635068","4135809"
"4682924066","1937058","3640234","4141945"
"4682924117","1915832","3600725","4094441"
"4682924118","1915832","3600725","4094442"
"4682924135","1916502","3601976","4095992"
"4682924145","1916902","3602712","4096880"
"4682924146","1916902","3602712","4096881"
"4682924217","1918438","3605606","4100349"
"4682924221","1918523","3605756","4100553"
"4682924222","1918523","3605756","4100554"
"4682924302","1921112","3610485","4106079"
"4682924303","1921112","3610486","4106080"
"4682924310","1923167","3614343","4110863"
"4682924311","1923167","3614344","4110864"
"4682924330","1929836","3626647","4125733"
"4682924341","1933280","3633128","4133502"
"4682924342","1933280","3633128","4133503"
"4682924367","1943374","3651238","4153818"
"4682924369","1943425","3651319","4153891"
"4682924373","1943489","3651421","4153993"
"4682924376","1943576","3651570","4154135"
"4682924399","1943976","3652225","4154769"
"4682924416","1944695","3653442","4155969"
"4682924432","1947467","3658275","4160702"
"4682924453","1953819","3669337","4171417"
"4682924464","1955706","3672481","4174439"
"4682924481","1957880","3676140","4177936"
"4682924497","1917304","3603472",""
"4682924507","1942840","3650396","4152982"
"4682924544","1943710","3651800","4154348"
"4682924565","1944176","3652561","4155095"
"4682924581","1944510","3653131","4155657"
"4682924587","1944961","3653897","4156414"
"4682924591","1945061","3654076","4156586"
"4682924621","1955406","3671983","4173954"
"4682924624","1955572","3672256","4174219"
"4682924625","1955608","3672315","4174279"
"4682924635","1959135","3678276","4179980"
"4682924641","1960335","3680246","4181866"
"4682924665","1941653","3648455","4151083"
"4682924681","1942887","3650477","4153063"
"4682924685","1943089","3650778","4153362"
"4682924689","1943174","3650910","4153494"
"4682924692","1943238","3651013","4153596"
"4682924697","1943274","3651077","4153659"
"4682924711","1943589","3651595","4154159"
"4682924712","1943589","3651596","4154160"
"4682924716","1943710","3651799","4154347"
"4682924752","1944595","3653268","4155797"
"4682924754","1944759","3653553","4156079"
"4682924772","1948539","3660169","4162569"
"4682924786","1954119","3669848","4171903"
"4682924789","1955406","3671984","4173955"
"4682924790","1955408","3671987","4173958"
"4682924795","1955572","3672255","4174218"
"4682924822","1943389","3651263",""
"4682924854","1942738","3650238","4152824"
"4682924883","1943525","3651485","4154054"
"4682924918","1944510","3653132","4155658"
"4682924932","1946848","3657190","4159652"
"4682924933","1947467","3658276","4160703"
"4682924949","1950926","3664346","4166618"
"4682924962","1955608","3672316","4174280"
"4682924974","1957263","3675124","4176967"
"4682924980","1959135","3678275","4179979"
"4682924985","1917304","3603471",""
"4682925018","1943374","3651239","4153819"
"4682925019","1943374","3651239","4153820"
"4682925070","1944676","3653411","4155939"
"4682925078","1946382","3656370","4158844"
"4682925105","1953819","3669338","4171418"
"4682925117","1956344","3673567","4175483"
"4682925127","1957880","3676141","4177937"
"4682925179","1943659","3651711","4154267"
"4682925186","1943825","3651984","4154533"
"4682925204","1944210","3652620","4155151"
"4682925219","1944876","3653756","4156278"
"4682925239","1948054","3659306","4161721"
"4682925241","1948469","3660042","4162444"
"4682925268","1956291","3673476","4175396"
"4682925287","1959401","3678726",""
"4682925297","1941653","3648454","4151082"
"4682925305","1942253","3649425","4152032"
"4682925306","1942253","3649426","4152033"
"4682925309","1942523","3649875","4152474"
"4682925313","1942887","3650476","4153062"
"4682925332","1943389","3651262","4153840"
"4682925340","1943540","3651512","4154080"
"4682925347","1943659","3651712","4154268"
"4682925349","1943740","3651848","4154396"
"4682925353","1943959","3652197","4154742"
"4682925354","1944010","3652283","4154824"
"4682925355","1944010","3652284","4154825"
"4682925379","1944576","3653234","4155763"
"4682925382","1944912","3653819","4156337"
"4682925383","1944912","3653820","4156338"
"4682925399","1949375","3661607","4163964"
"4682925400","1949375","3661608","4163965"
"4682925427","1956008","3672989","4174925"
