"CRASH_ID","SER_NO","CRASH_DT","CRASH_MO_NO","CRASH_DAY_NO","CRASH_YR_NO","CRASH_WK_DAY_CD","CRASH_HR_NO","CRASH_HR_SHORT_DESC","CNTY_ID","CNTY_NM","CITY_SECT_ID","CITY_SECT_NM","URB_AREA_CD","URB_AREA_SHORT_NM","FC_CD","FC_SHORT_DESC","NHS_FLG","HWY_NO","HWY_SFX_NO","HWY_MED_NM","RDWY_NO","HWY_COMPNT_CD","HWY_COMPNT_SHORT_DESC","MLGE_TYP_CD","MLGE_TYP_SHORT_DESC","RD_CON_NO","LRS_VAL","LAT_DEG_NO","LAT_MINUTE_NO","LAT_SEC_NO","LONGTD_DEG_NO","LONGTD_MINUTE_NO","LONGTD_SEC_NO","LAT_DD","LONGTD_DD","SPECL_JRSDCT_ID","SPECL_JRSDCT_SHORT_DESC","JRSDCT_GRP_CD","JRSDCT_GRP_LONG_DESC","AGY_ST_NO","ST_FULL_NM","RECRE_RD_NM","ISECT_AGY_ST_NO","ISECT_ST_FULL_NM","ISECT_RECRE_RD_NM","ISECT_SEQ_NO","FROM_ISECT_DSTNC_QTY","CMPSS_DIR_CD","MP_NO","POST_SPEED_LMT_VAL","RD_CHAR_CD","RD_CHAR_SHORT_DESC","OFF_RDWY_FLG","ISECT_TYP_CD","ISECT_TYP_SHORT_DESC","ISECT_REL_FLG","RNDABT_FLG","DRVWY_REL_FLG","LN_QTY","TURNG_LEG_QTY","MEDN_TYP_CD","MEDN_TYP_SHORT_DESC","IMPCT_LOC_CD","CRASH_TYP_CD","CRASH_TYP_SHORT_DESC","COLLIS_TYP_CD","COLLIS_TYP_SHORT_DESC","CRASH_SVRTY_CD","CRASH_SVRTY_SHORT_DESC","WTHR_COND_CD","WTHR_COND_SHORT_DESC","RD_SURF_COND_CD","RD_SURF_SHORT_DESC","LGT_COND_CD","LGT_COND_SHORT_DESC","TRAF_CNTL_DEVICE_CD","TRAF_CNTL_DEVICE_SHORT_DESC","TRAF_CNTL_FUNC_FLG","INVSTG_AGY_CD","INVSTG_AGY_SHORT_DESC","CRASH_EVNT_1_CD","CRASH_EVNT_1_SHORT_DESC","CRASH_EVNT_2_CD","CRASH_EVNT_2_SHORT_DESC","CRASH_EVNT_3_CD","CRASH_EVNT_3_SHORT_DESC","CRASH_CAUSE_1_CD","CRASH_CAUSE_1_SHORT_DESC","CRASH_CAUSE_2_CD","CRASH_CAUSE_2_SHORT_DESC","CRASH_CAUSE_3_CD","CRASH_CAUSE_3_SHORT_DESC","SCHL_ZONE_IND","WRK_ZONE_IND","ALCHL_INVLV_FLG","DRUG_INVLV_FLG","MJ_INVLV_FLG","CRASH_SPEED_INVLV_FLG","CRASH_HIT_RUN_FLG","POP_RNG_CD","POP_RNG_MED_DESC","RD_CNTL_CD","RD_CNTL_MED_DESC","RTE_TYP_CD","RTE_ID","RTE_NM","REG_ID","DIST_ID","SEG_MRK_ID","SEG_PT_LRS_MEAS","UNLOCT_FLG","CRASH_LAST_UD_DT","TOT_VHCL_CNT","TOT_FATAL_CNT","TOT_INJ_LVL_A_CNT","TOT_INJ_LVL_B_CNT","TOT_INJ_LVL_C_CNT","TOT_INJ_CNT","TOT_UNINJD_AGE00_04_CNT","TOT_UNINJD_PER_CNT","TOT_PED_CNT","TOT_PED_FATAL_CNT","TOT_PED_INJ_LVL_A_CNT","TOT_PED_INJ_CNT","TOT_PEDCYCL_CNT","TOT_PEDCYCL_FATAL_CNT","TOT_PEDCYCL_INJ_LVL_A_CNT","TOT_PEDCYCL_INJ_CNT","TOT_UNKNWN_CNT","TOT_UNKNWN_FATAL_CNT","TOT_UNKNWN_INJ_CNT","TOT_OCCUP_CNT","TOT_PER_INVLV_CNT","TOT_SFTY_EQUIP_USED_QTY","TOT_SFTY_EQUIP_UNUSED_QTY","TOT_SFTY_EQUIP_USE_UNKNOWN_QTY","TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT","TOT_MCYCLST_FATAL_CNT","TOT_MCYCLST_INJ_LVL_A_CNT","TOT_MCYCLST_INJ_CNT","TOT_MCYCLST_UNHELMTD_FATAL_CNT","TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT","TOT_DRVR_AGE_01_20_CNT","LANE_RDWY_DPRT_CRASH_FLG"
"1669608","01347","2016-04-16 00:00:00","04","16","2016","7","13","1P ","20","Lane","64","Eugene","25","EUGN-SPR UA    ","16","U MN-ART","False","","","","","","","","","","","44","3","52.820000000000000","-123","10","41.450000000000000","44.064672222222000","-123.178180555554667","","","","","00605  ","DANEBO AVE                  ","","02127  ","ROOSEVELT BLVD              ","","1","0","9","","30","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","02","B","ANGL-OTH  ","1","ANGL    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","0","NONE  ","","","","","","","04","DIS SIG ","","","","","0","0","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","2","05 ","277_17722","1277.8661","False","2017-08-17 14:35:15","2","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1669625","00519","2016-12-02 00:00:00","12","02","2016","6","11","11A","05","Columbia","","","","","02","R PR-ART","True","092","  ","LOWER COLUMBIA RIVER","1","0","MN","0","R","","009200100S00","46","5","42.240000000000000","-123","8","20.300000000000000","46.095066666666333","-123.138972222221333","","","","","","                            ","","","                            ","","","","0","58.15","55","4","TRANS   ","False","","","False","False","False","3","","0","NONE ","05","C","S-STRGHT  ","5","SS-O    ","4","INJ","2","CLD ","1","DRY ","1","DAY ","093","ACCEL LANE","True","1","STATE ","","","","","","","02","NO-YIELD","","","","","0","0","False","False","False","False","False","","","5","RURAL HWY SYSTEM","US","30   ","US 30     ","2","01 ","293_18100","3982.29581509462","False","2017-06-15 08:49:46","2","0","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","0","0","0","0","0","0","0","0","N"
"1669642","01361","2016-04-18 00:00:00","04","18","2016","2","15","3P ","20","Lane","64","Eugene","25","EUGN-SPR UA    ","12","U FWY/XP","True","069","  ","BELTLINE","1","0","MN","0","R","","006900100S00","44","5","31.820000000000000","-123","6","3.000000000000000","44.092172222221333","-123.100833333333000","","","","","00224  ","BELTLINE RD                 ","","09257  ","S EB EX DELTA HY            ","","1","","8","9.95","55","3","STRGHT  ","False","","","False","False","False","4","","1","RSDMD","03","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","000","NONE      ","True","0","NONE  ","","","","","","","01","TOO-FAST","","","","","0","0","False","False","False","True","False","8","100,001 to 200,000","4","URBAN HWY SYSTEM","OR","569  ","OR 569    ","2","05 ","293_7991","364.547285799643","False","2019-09-04 04:00:01","2","0","0","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","4","4","3","0","1","0","0","0","0","0","0","0","N"
"1669270","02656","2016-10-27 00:00:00","10","27","2016","5","14","2P ","15","Jackson","","","44","MEDFORD UA     ","11","U INTRST","True","001","  ","PACIFIC","1","0","MN","0","R","","000100100S00","42","23","12.930000000000000","-122","54","56.480000000000000","42.386924999999333","-122.915688888888000","","","","","","                            ","","","                            ","","","","0","33.47","65","3","STRGHT  ","False","","","False","False","False","4","","2","DIVMD","04","C","S-STRGHT  ","3","REAR    ","4","INJ","2","CLD ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","1","STATE ","","","","","","","07","TOO-CLOS","33","RECKLESS","","","0","0","True","False","False","False","False","","","8","SUBURBAN HWY SYSTEM","IS","5    ","I-5       ","3","08 ","293_2373","2464.2929857364","False","2017-06-13 08:48:41","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1669295","06042","2016-05-18 00:00:00","05","18","2016","4","16","4P ","26","Multnomah","245","Portland SE","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","30","43.350000000000000","-122","37","14.180000000000000","45.512041666666000","-122.620605555554667","","","","","01028  ","SE HAWTHORNE BLVD           ","","05041  ","SE 41ST AVE                 ","","1","84","7","","","3","STRGHT  ","False","","","False","False","False","1","","0","NONE ","08","3","PED       ","0","PED     ","4","INJ","2","CLD ","1","DRY ","1","DAY ","011","OFCR/FLAG ","True","3","CITY  ","103","WZ WORKER ","","","","","03","PAS-STOP","","","","","","1","False","False","False","False","True","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_190473","155.136319079857","False","2017-08-28 15:58:31","1","0","0","0","1","1","0","2","1","0","0","1","0","0","0","0","0","0","0","2","3","0","0","2","0","0","0","0","0","0","1","N"
"1669359","02703","2016-10-31 00:00:00","10","31","2016","2","07","7A ","15","Jackson","","","44","MEDFORD UA     ","14","U PR-ART","True","022","  ","CRATER LAKE","1","0","MN","0","R","","002200100S00","42","25","25.550000000000000","-122","51","4.940000000000000","42.423763888888667","-122.851372222222000","","","","","","                            ","","","                            ","","","","0","6.07","45","3","STRGHT  ","False","","","False","False","False","4","","0","NONE ","05","E","S-1STOP   ","3","REAR    ","4","INJ","2","CLD ","2","WET ","2","DLIT","099","UNKNOWN   ","True","1","STATE ","","","","","","","07","TOO-CLOS","","","","","0","0","False","False","False","False","False","","","8","SUBURBAN HWY SYSTEM","OR","62   ","OR 62     ","3","08 ","293_6539","211.414564408997","False","2017-06-14 08:56:15","2","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1669393","06166","2016-05-26 00:00:00","05","26","2016","5","18","6P ","26","Multnomah","245","Portland SE","57","PORTLAND UA    ","17","U MJ-COL","False","","","","","","","","","","","45","30","59.230000000000000","-122","37","53.100000000000000","45.516452777777000","-122.631416666666667","","","","","00226  ","SE BELMONT ST               ","","05033  ","SE 33RD AVE                 ","","1","100","7","","","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","08","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","0","NONE  ","013","FORCED    ","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_116094","233.655854811764","False","2017-08-28 15:58:31","3","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","2","0","0","0","0","0","0","0","N"
"1669402","06178","2016-05-28 00:00:00","05","28","2016","7","13","1P ","26","Multnomah","83","Gresham","57","PORTLAND UA    ","14","U PR-ART","True","","","","","","","","","","","45","32","45.540000000000000","-122","28","37.860000000000000","45.545983333333333","-122.477183333332667","","","","","02206  ","NE SANDY BLVD               ","","05181  ","NE 181ST AVE                ","","1","0","3","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","3","CITY  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","True","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","1","02B","58_171080","639.138000000006","False","2017-08-17 14:46:49","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1669427","02907","2016-11-21 00:00:00","11","21","2016","2","18","6P ","15","Jackson","","","44","MEDFORD UA     ","16","U MN-ART","False","","","","","","","","","","","42","25","38.610000000000000","-122","53","8.700000000000000","42.427391666666667","-122.885749999999333","","","","","00867  ","ANTELOPE RD                 ","","","                            ","","","","9","0","45","1","INTER   ","False","1","CROSS  ","False","False","False","","1","","","01","B","ANGL-OTH  ","1","ANGL    ","4","INJ","1","CLR ","1","DRY ","5","DUSK","001","TRF SIGNAL","True","2","COUNTY","013","FORCED    ","","","","","04","DIS SIG ","32","CARELESS","","","0","0","False","False","False","False","False","","","9","SUBURBAN COUNTY ROAD","","","","3","08 ","142_4624","0","False","2017-06-14 08:56:22","3","0","1","0","0","1","1","5","0","0","0","0","0","0","0","0","0","0","0","6","6","5","0","1","0","0","0","0","0","0","0","N"
"1669659","00137","2016-02-12 00:00:00","02","12","2016","6","20","8P ","02","Benton","42","Corvallis","19","CORVALIS UA    ","14","U PR-ART","True","091","  ","PACIFIC HIGHWAY WEST","2","1","CP","0","R","","009100200S00","44","34","2.250000000000000","-123","15","33.660000000000000","44.567291666666667","-123.259350000000000","","","","","01005  ","HARRISON BLVD               ","","08003  ","3RD ST                      ","","1","","9","83.35","25","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","03","B","ANGL-OTH  ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","2","DLIT","001","TRF SIGNAL","True","3","CITY  ","","","","","","","04","DIS SIG ","","","","","","","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","OR","99W  ","OR 99W    ","2","04 ","293_8107","0","False","2017-08-17 14:28:15","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1669757","06594","2016-06-07 00:00:00","06","07","2016","3","11","11A","26","Multnomah","243","Portland NE","57","PORTLAND UA    ","14","U PR-ART","True","","","","","","","","","","","45","31","25.130000000000000","-122","39","42.330000000000000","45.523647222221667","-122.661758333333000","","","","","00486  ","NE COUCH ST                 ","","02402  ","NE MLK/UNION                ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","01","B","ANGL-OTH  ","1","ANGL    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","0","NONE  ","016","LT RL ROW ","","","","","04","DIS SIG ","","","","","","","False","False","False","False","False","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_138145","259.146099999998","False","2017-08-28 15:58:29","2","0","0","0","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","0","0","0","0","0","0","0","0","N"
"1669774","00393","2016-05-02 00:00:00","05","02","2016","2","15","3P ","17","Josephine","80","Grants Pass","31","GRNTS PS UA    ","16","U MN-ART","False","","","","","","","","","","","42","26","33.750000000000000","-123","19","18.110000000000000","42.442708333333333","-123.321697222221667","","","","","00101  ","A ST                        ","","08008  ","8TH ST                      ","","1","50","4","","","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","3","CITY  ","","","","","","","07","TOO-CLOS","29","F AVOID ","","","0","0","False","False","False","False","False","6","25,001 to 50,000","3","URBAN CITY STREET ","","","","3","08 ","142_21201","4206.53928778902","False","2017-08-17 14:39:02","2","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","1","N"
"1669791","04332","2016-06-24 00:00:00","06","24","2016","6","17","5P ","34","Washington","","","57","PORTLAND UA    ","17","U MJ-COL","False","","","","","","","","","","","45","24","55.420000000000000","-122","49","20.020000000000000","45.415394444444000","-122.822227777777667","","","","","00272  ","SW BULL MOUNTAIN RD         ","","05141  ","SW 141ST AVE                ","","1","0","3","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","004","STOP SIGN ","True","0","NONE  ","013","FORCED    ","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","","","9","SUBURBAN COUNTY ROAD","","","","1","02B","58_237406","8187.1152","False","2017-06-16 08:56:36","3","0","0","0","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","6","6","5","0","1","0","0","0","0","0","0","0","N"
"1669808","02759","2016-11-05 00:00:00","11","05","2016","7","13","1P ","15","Jackson","132","Medford","44","MEDFORD UA     ","16","U MN-ART","False","","","","","","","","","","","42","20","8.770000000000000","-122","53","14.770000000000000","42.335769444444333","-122.887436111110333","","","","","02201  ","SAGE RD                     ","","01519  ","MCANDREWS RD                ","","1","75","8","","45","3","STRGHT  ","False","","","False","False","False","3","","0","NONE ","08","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","3","CITY  ","","","","","","","29","F AVOID ","","","","","0","0","False","False","False","False","True","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","3","08 ","142_2650","118.654037204701","False","2017-08-17 16:47:15","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1669825","04337","2016-07-01 00:00:00","07","01","2016","6","19","7P ","34","Washington","18","Beaverton","57","PORTLAND UA    ","19","U LOCAL ","False","","","","","","","","","","","45","28","39.960000000000000","-122","48","26.410000000000000","45.477766666666667","-122.807336111111000","","","","","01501  ","SW MAIN AVE                 ","","08013  ","SW 13TH ST                  ","","1","0","9","","25","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","01","B","ANGL-OTH  ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","004","STOP SIGN ","True","3","CITY  ","093","CELL PHONE","087","FIRE/EXP  ","","","02","NO-YIELD","32","CARELESS","","","0","0","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","1","02B","58_209950","3552.1446","False","2017-08-17 13:59:52","2","0","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","0","0","0","0","0","0","0","0","N"
"1669436","00073","2016-01-22 00:00:00","01","22","2016","6","17","5P ","02","Benton","","","19","CORVALIS UA    ","14","U PR-ART","True","091","  ","PACIFIC HIGHWAY WEST","1","0","MN","0","R","","009100100S00","44","37","40.480000000000000","-123","14","29.960000000000000","44.627911111110667","-123.241655555555333","","","","","","                            ","","","                            ","","","","0","79","40","3","STRGHT  ","False","","","True","False","False","2","","0","NONE ","04","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","3","DARK","099","UNKNOWN   ","True","2","COUNTY","013","FORCED    ","116","DSTRCT OTH","","","27","INATTENT","07","TOO-CLOS","","","0","0","False","False","False","False","False","","","8","SUBURBAN HWY SYSTEM","OR","99W  ","OR 99W    ","2","04 ","293_13893","396.78919245992","False","2017-06-14 08:56:23","3","0","0","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","0","0","0","0","0","0","0","1","N"
"1669461","84165","2016-06-25 00:00:00","06","25","2016","7","10","10A","03","Clackamas","215","Tualatin","57","PORTLAND UA    ","14","U PR-ART","True","","","","","","","","","","","45","23","47.530000000000000","-122","44","37.940000000000000","45.396536111110333","-122.743872222221333","","","","","00202  ","BOONES FERRY RD             ","","05065  ","SW 65TH AVE                 ","","1","0","2","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","0","NONE  ","013","FORCED    ","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","6","25,001 to 50,000","3","URBAN CITY STREET ","","","","1","02B","58_371581","202.776500000007","False","2017-08-28 15:17:59","3","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1669470","00102","2016-12-21 00:00:00","12","21","2016","4","15","3P ","25","Morrow","","","","","02","R PR-ART","True","002","  ","COLUMBIA RIVER","1","0","MN","0","R","","000200100S00","45","52","40.980000000000000","-119","32","13.280000000000000","45.878049999999667","-119.537022222221333","","","","","","                            ","","","                            ","","","","9","173.18","55","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","03","H","O-1 L-TURN","6","TURN    ","4","INJ","1","CLR ","1","DRY ","5","DUSK","099","UNKNOWN   ","True","2","COUNTY","","","","","","","02","NO-YIELD","","","","","0","0","False","False","False","False","False","","","5","RURAL HWY SYSTEM","US","730  ","US 730    ","5","12 ","293_20911","6669.78","False","2017-06-15 08:49:32","2","0","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","1","N"
"1669504","04200","2016-06-26 00:00:00","06","26","2016","1","16","4P ","34","Washington","92","Hillsboro","57","PORTLAND UA    ","14","U PR-ART","True","","","","","","","","","","","45","31","57.730000000000000","-122","56","16.850000000000000","45.532702777777667","-122.938013888888333","","","","","00224  ","NE BROOKWOOD PKY            ","","00405  ","NE CORNELL RD               ","","1","0","7","","45","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","3","CITY  ","","","","","","","07","TOO-CLOS","","","","","0","0","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","1","02B","58_202378","84864.0557","False","2018-05-21 11:50:09","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1669559","06504","2016-06-05 00:00:00","06","05","2016","1","16","4P ","26","Multnomah","247","Portland SW","57","PORTLAND UA    ","12","U FWY/XP","True","047","  ","SUNSET","1","0","MN","0","R","","004700100S00","45","30","31.290000000000000","-122","44","11.160000000000000","45.508691666666000","-122.736433333333333","","","","","02950  ","EB SUNSET HY                ","","00410  ","SW TUALATIN VALLEY HY       ","","1","","3","71.29","55","3","STRGHT  ","True","","","False","False","False","6","","1","RSDMD","05","8","FIX OBJ   ","9","FIX     ","4","INJ","1","CLR ","1","DRY ","1","DAY ","017","MEDIAN BAR","True","3","CITY  ","029","TIREFAIL  ","119","JERSEY BAR","010","SUB OTRN  ","25","TIREFAIL","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","US","26   ","US 26     ","1","02B","293_2386","544.913836118811","False","2017-08-28 15:58:32","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","1","Y"
"1669568","06510","2016-06-05 00:00:00","06","05","2016","1","16","4P ","26","Multnomah","245","Portland SE","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","30","43.970000000000000","-122","39","16.890000000000000","45.512213888888000","-122.654691666666000","","","","","01028  ","SE HAWTHORNE BLVD           ","","05011  ","SE 11TH AVE                 ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","03","6","BIKE      ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","3","CITY  ","110","N-MTR     ","","","","","02","NO-YIELD","","","","","","","False","False","False","False","False","9","Over 200,000","1","PORTLAND CITY STREET","","","","1","02B","58_117344","0","False","2017-08-28 15:58:31","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","N"
"1669842","00190","2016-03-02 00:00:00","03","02","2016","4","15","3P ","02","Benton","42","Corvallis","19","CORVALIS UA    ","17","U MJ-COL","False","","","","","","","","","","","44","34","31.850000000000000","-123","16","59.690000000000000","44.575513888888667","-123.283247222221667","","","","","00803  ","FILLMORE ST                 ","","08029  ","29TH ST                     ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","02","B","ANGL-OTH  ","1","ANGL    ","4","INJ","3","RAIN","2","WET ","1","DAY ","004","STOP SIGN ","True","3","CITY  ","","","","","","","03","PAS-STOP","","","","","0","0","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","2","04 ","9_502","0","False","2017-08-17 14:28:15","2","0","0","3","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","0","0","0","0","0","0","0","0","N"
"1669859","00191","2016-03-02 00:00:00","03","02","2016","4","19","7P ","02","Benton","42","Corvallis","19","CORVALIS UA    ","17","U MJ-COL","False","","","","","","","","","","","44","33","59.400000000000000","-123","16","9.800000000000000","44.566500000000000","-123.269388888888667","","","","","01511  ","MONROE ST                   ","","08011  ","11TH ST                     ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","04","6","BIKE      ","1","ANGL    ","4","INJ","3","RAIN","2","WET ","2","DLIT","004","STOP SIGN ","True","3","CITY  ","","","","","","","02","NO-YIELD","","","","","0","0","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","2","04 ","9_2491","0","False","2017-08-17 14:28:15","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","N"
"1669876","06256","2016-05-31 00:00:00","05","31","2016","3","16","4P ","26","Multnomah","249","Portland NW","57","PORTLAND UA    ","11","U INTRST","True","061","  ","STADIUM FREEWAY","1","0","MN","0","R","","006100100S00","45","32","3.310000000000000","-122","41","13.330000000000000","45.534252777777333","-122.687036111110333","","","","","09575  ","SB STADIUM FY               ","","09641  ","WB EF STADIUM FY C1         ","","1","","2","2.98","50","3","STRGHT  ","False","","","False","False","False","3","","1","RSDMD","03","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","017","MEDIAN BAR","True","7","OTHER ","013","FORCED    ","","","","","17","ILLNESS ","29","F AVOID ","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","IS","405  ","IS 405    ","1","02B","293_5730","1039.55205463035","False","2017-08-28 15:58:32","3","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","2","0","1","0","0","0","0","0","0","0","N"
"1669923","00223","2016-03-12 00:00:00","03","12","2016","7","07","7A ","02","Benton","42","Corvallis","19","CORVALIS UA    ","19","U LOCAL ","False","","","","","","","","","","","44","33","42.140000000000000","-123","16","46.580000000000000","44.561705555555000","-123.279605555554667","","","","","08026  ","26TH ST                     ","","02617  ","WASHINGTON WAY              ","","1","79","5","","","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","07","3","PED       ","0","PED     ","4","INJ","3","RAIN","2","WET ","2","DLIT","099","UNKNOWN   ","True","1","STATE ","","","","","","","18","IN RDWY ","19","NT VISBL","","","0","0","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","2","04 ","9_2656","89.0112268967163","False","2017-08-17 14:28:15","1","0","0","2","0","2","0","1","2","0","0","2","0","0","0","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0","1","N"
"1669940","02143","2016-05-12 00:00:00","05","12","2016","5","11","11A","03","Clackamas","","","","","06","R MN-ART","False","171","  ","CLACKAMAS","1","0","MN","0","R","","017100100S00","45","23","11.630000000000000","-122","23","53.020000000000000","45.386563888888333","-122.398061111110333","","","","","","                            ","","","                            ","","","","0","15.13","45","2","ALLEY   ","False","","","False","False","False","2","","0","NONE ","03","H","O-1 L-TURN","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","1","STATE ","","","","","","","02","NO-YIELD","","","","","0","0","False","False","False","False","False","","","5","RURAL HWY SYSTEM","OR","224  ","224       ","1","02C","293_15922","976.150865533931","False","2017-06-19 10:19:36","2","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
