"CRASH_ID","SER_NO","CRASH_DT","CRASH_MO_NO","CRASH_DAY_NO","CRASH_YR_NO","CRASH_WK_DAY_CD","CRASH_HR_NO","CRASH_HR_SHORT_DESC","CNTY_ID","CNTY_NM","CITY_SECT_ID","CITY_SECT_NM","URB_AREA_CD","URB_AREA_SHORT_NM","FC_CD","FC_SHORT_DESC","NHS_FLG","HWY_NO","HWY_SFX_NO","HWY_MED_NM","RDWY_NO","HWY_COMPNT_CD","HWY_COMPNT_SHORT_DESC","MLGE_TYP_CD","MLGE_TYP_SHORT_DESC","RD_CON_NO","LRS_VAL","LAT_DEG_NO","LAT_MINUTE_NO","LAT_SEC_NO","LONGTD_DEG_NO","LONGTD_MINUTE_NO","LONGTD_SEC_NO","LAT_DD","LONGTD_DD","SPECL_JRSDCT_ID","SPECL_JRSDCT_SHORT_DESC","JRSDCT_GRP_CD","JRSDCT_GRP_LONG_DESC","AGY_ST_NO","ST_FULL_NM","RECRE_RD_NM","ISECT_AGY_ST_NO","ISECT_ST_FULL_NM","ISECT_RECRE_RD_NM","ISECT_SEQ_NO","FROM_ISECT_DSTNC_QTY","CMPSS_DIR_CD","MP_NO","POST_SPEED_LMT_VAL","RD_CHAR_CD","RD_CHAR_SHORT_DESC","OFF_RDWY_FLG","ISECT_TYP_CD","ISECT_TYP_SHORT_DESC","ISECT_REL_FLG","RNDABT_FLG","DRVWY_REL_FLG","LN_QTY","TURNG_LEG_QTY","MEDN_TYP_CD","MEDN_TYP_SHORT_DESC","IMPCT_LOC_CD","CRASH_TYP_CD","CRASH_TYP_SHORT_DESC","COLLIS_TYP_CD","COLLIS_TYP_SHORT_DESC","CRASH_SVRTY_CD","CRASH_SVRTY_SHORT_DESC","WTHR_COND_CD","WTHR_COND_SHORT_DESC","RD_SURF_COND_CD","RD_SURF_SHORT_DESC","LGT_COND_CD","LGT_COND_SHORT_DESC","TRAF_CNTL_DEVICE_CD","TRAF_CNTL_DEVICE_SHORT_DESC","TRAF_CNTL_FUNC_FLG","INVSTG_AGY_CD","INVSTG_AGY_SHORT_DESC","CRASH_EVNT_1_CD","CRASH_EVNT_1_SHORT_DESC","CRASH_EVNT_2_CD","CRASH_EVNT_2_SHORT_DESC","CRASH_EVNT_3_CD","CRASH_EVNT_3_SHORT_DESC","CRASH_CAUSE_1_CD","CRASH_CAUSE_1_SHORT_DESC","CRASH_CAUSE_2_CD","CRASH_CAUSE_2_SHORT_DESC","CRASH_CAUSE_3_CD","CRASH_CAUSE_3_SHORT_DESC","SCHL_ZONE_IND","WRK_ZONE_IND","ALCHL_INVLV_FLG","DRUG_INVLV_FLG","MJ_INVLV_FLG","CRASH_SPEED_INVLV_FLG","CRASH_HIT_RUN_FLG","POP_RNG_CD","POP_RNG_MED_DESC","RD_CNTL_CD","RD_CNTL_MED_DESC","RTE_TYP_CD","RTE_ID","RTE_NM","REG_ID","DIST_ID","SEG_MRK_ID","SEG_PT_LRS_MEAS","UNLOCT_FLG","CRASH_LAST_UD_DT","TOT_VHCL_CNT","TOT_FATAL_CNT","TOT_INJ_LVL_A_CNT","TOT_INJ_LVL_B_CNT","TOT_INJ_LVL_C_CNT","TOT_INJ_CNT","TOT_UNINJD_AGE00_04_CNT","TOT_UNINJD_PER_CNT","TOT_PED_CNT","TOT_PED_FATAL_CNT","TOT_PED_INJ_LVL_A_CNT","TOT_PED_INJ_CNT","TOT_PEDCYCL_CNT","TOT_PEDCYCL_FATAL_CNT","TOT_PEDCYCL_INJ_LVL_A_CNT","TOT_PEDCYCL_INJ_CNT","TOT_UNKNWN_CNT","TOT_UNKNWN_FATAL_CNT","TOT_UNKNWN_INJ_CNT","TOT_OCCUP_CNT","TOT_PER_INVLV_CNT","TOT_SFTY_EQUIP_USED_QTY","TOT_SFTY_EQUIP_UNUSED_QTY","TOT_SFTY_EQUIP_USE_UNKNOWN_QTY","TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT","TOT_MCYCLST_FATAL_CNT","TOT_MCYCLST_INJ_LVL_A_CNT","TOT_MCYCLST_INJ_CNT","TOT_MCYCLST_UNHELMTD_FATAL_CNT","TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT","TOT_DRVR_AGE_01_20_CNT","LANE_RDWY_DPRT_CRASH_FLG"
"1669272","04040","2016-06-20 00:00:00","06","20","2016","2","18","6P ","34","Washington","18","Beaverton","57","PORTLAND UA    ","14","U PR-ART","True","","","","","","","","","","","45","29","10.450000000000000","-122","49","34.130000000000000","45.486236111110333","-122.826147222221667","","","","","01525  ","SW MURRAY BLVD              ","","00802  ","SW FARMINGTON RD            ","","1","100","1","","","3","STRGHT  ","False","","","True","False","False","4","","0","NONE ","08","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","1","02B","58_208939","15586.6793182015","False","2017-08-17 13:59:52","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1669421","04122","2016-06-23 00:00:00","06","23","2016","5","16","4P ","34","Washington","18","Beaverton","57","PORTLAND UA    ","14","U PR-ART","True","029","  ","TUALATIN VALLEY","1","0","MN","0","R","","002900100S00","45","29","54.180000000000000","-122","45","52.310000000000000","45.498383333333333","-122.764530555555000","","","","","00515  ","SW CANYON RD                ","","00517  ","SW CANYON DR                ","","1","","3","1.43","35","2","ALLEY   ","False","","","False","False","False","4","","0","NONE ","03","H","O-1 L-TURN","6","TURN    ","4","INJ","3","RAIN","2","WET ","1","DAY ","000","NONE      ","True","3","CITY  ","129","HILL INV  ","","","","","02","NO-YIELD","32","CARELESS","","","0","0","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","OR","8    ","OR 8      ","1","02B","293_19186","0","False","2017-08-17 13:59:52","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1669061","02575","2016-10-20 00:00:00","10","20","2016","5","13","1P ","15","Jackson","132","Medford","44","MEDFORD UA     ","14","U PR-ART","True","063","  ","ROGUE VALLEY","1","0","MN","0","R","","006300100S00","42","20","59.890000000000000","-122","53","35.590000000000000","42.349969444444333","-122.893219444444333","","","","","02107  ","ROGUE VALLEY HY             ","","01022  ","HOWARD AVE                  ","","1","","4","4.84","40","3","STRGHT  ","False","","","True","False","False","4","","0","NONE ","06","C","S-STRGHT  ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","3","CITY  ","013","FORCED    ","","","","","07","TOO-CLOS","","","","","0","0","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","OR","99   ","OR 99     ","3","08 ","293_12527","117.05246174037","False","2017-08-17 16:47:15","3","0","0","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","0","0","0","0","0","0","0","0","N"
"1669066","02576","2016-10-20 00:00:00","10","20","2016","5","21","9P ","15","Jackson","132","Medford","44","MEDFORD UA     ","14","U PR-ART","True","063","  ","ROGUE VALLEY","1","0","MN","0","R","","006300100S00","42","18","12.600000000000000","-122","51","5.220000000000000","42.303500000000000","-122.851450000000000","","","","","02107  ","ROGUE VALLEY HY             ","","00190  ","CHARLOTTE ANNE RD           ","","1","","4","8.91","45","2","ALLEY   ","False","","","False","False","False","4","","0","NONE ","06","B","ANGL-OTH  ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","2","DLIT","099","UNKNOWN   ","True","3","CITY  ","094","VIOL GDL  ","","","","","02","NO-YIELD","","","","","0","0","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","OR","99   ","OR 99     ","3","08 ","293_14153","466.908480446401","False","2017-08-17 16:47:15","4","0","0","0","2","2","0","3","0","0","0","0","0","0","0","0","0","0","0","5","5","5","0","0","0","0","0","0","0","0","1","N"
"1669193","00111","2016-05-27 00:00:00","05","27","2016","6","17","5P ","07","Crook","","","","","07","R MJ-COL","False","","","","","","","","","","","44","15","35.900000000000000","-120","49","1.910000000000000","44.259972222222000","-120.817197222221667","","","","","00214  ","JUNIPER CANYON RD           ","","","                            ","","","","0","2.07","55","7","GRADE   ","True","","","False","False","False","2","","0","NONE ","01","&","OVERTURN  ","8","NCOL    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","2","COUNTY","079","DITCH     ","","","","","10","OTHR-IMP","","","","","0","0","False","False","False","False","False","","","6","RURAL COUNTY ROAD","","","","4","10 ","54_5498","625.817151955831","False","2017-06-13 08:48:36","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","Y"
"1669227","00468","2016-10-29 00:00:00","10","29","2016","7","12","12P","05","Columbia","","","","","02","R PR-ART","True","092","  ","LOWER COLUMBIA RIVER","1","0","MN","0","R","","009200100S00","45","49","23.680000000000000","-122","50","46.210000000000000","45.823244444443667","-122.846169444444333","","","","","","                            ","","","                            ","","","","9","25.8","50","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","03","B","ANGL-OTH  ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","004","STOP SIGN ","True","1","STATE ","","","","","","","02","NO-YIELD","","","","","0","0","False","False","False","False","False","","","5","RURAL HWY SYSTEM","US","30   ","US 30     ","2","01 ","293_1454","0","False","2018-04-06 12:45:45","2","0","0","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1669236","00542","2016-12-17 00:00:00","12","17","2016","7","17","5P ","23","Malheur","","","","","07","R MJ-COL","False","","","","","","","","","","","44","6","14.830000000000000","-116","56","40.550000000000000","44.104119444444000","-116.944597222221333","","","","","PAYETSP","PAYETTE SPUR                ","","00945  ","CEDAR RD                    ","","1","0","9","","55","1","INTER   ","False","3","3-LEG  ","False","False","False","","1","","","01","B","ANGL-OTH  ","1","ANGL    ","4","INJ","1","CLR ","4","ICE ","3","DARK","099","UNKNOWN   ","True","1","STATE ","079","DITCH     ","","","","","02","NO-YIELD","","","","","0","0","False","False","False","False","False","","","6","RURAL COUNTY ROAD","","","","5","14 ","46_23003409","3498.073","False","2017-06-13 08:48:39","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1669261","02652","2016-10-27 00:00:00","10","27","2016","5","09","9A ","15","Jackson","132","Medford","44","MEDFORD UA     ","16","U MN-ART","False","","","","","","","","","","","42","19","52.730000000000000","-122","53","31.970000000000000","42.331313888888667","-122.892213888888333","","","","","01202  ","JACKSON ST                  ","","01519  ","MCANDREWS RD                ","","1","0","9","","35","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","04","B","ANGL-OTH  ","6","TURN    ","4","INJ","3","RAIN","2","WET ","1","DAY ","004","STOP SIGN ","True","3","CITY  ","","","","","","","02","NO-YIELD","","","","","0","0","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","3","08 ","142_2613","764.264200000005","False","2017-08-17 16:47:15","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1669425","04127","2016-06-21 00:00:00","06","21","2016","3","12","12P","34","Washington","92","Hillsboro","57","PORTLAND UA    ","12","U FWY/XP","True","047","  ","SUNSET","1","6","CN","0","R","5","0047CZ100S00","45","32","33.190000000000000","-122","52","3.120000000000000","45.542552777777333","-122.867533333332667","","","","","09705  ","WB EX 185TH AVE C5          ","","05185  ","NW 185TH AVE                ","","1","","3","64.78","","1","INTER   ","False","1","CROSS  ","False","False","False","","2","","","03","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","US","26   ","US 26     ","1","02B","293_5843","1451.64139999999","False","2018-05-21 11:50:09","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1669438","00377","2016-04-02 00:00:00","04","02","2016","7","19","7P ","36","Yamhill","151","Newberg","49","NEWBERG UA     ","17","U MJ-COL","False","","","","","","","","","","","45","18","33.750000000000000","-122","56","5.810000000000000","45.309375000000000","-122.934947222221333","","","","","00113  ","PROVIDENCE DR               ","","01901  ","PACIFIC HY 99W              ","","1","222","5","","25","2","ALLEY   ","False","","","False","False","False","2","","0","NONE ","07","D","S-1TURN   ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","5","DUSK","099","UNKNOWN   ","True","3","CITY  ","","","","","","","08","IMP-TURN","02","NO-YIELD","","","","","False","False","False","False","False","5","10,001 to 25,000","3","URBAN CITY STREET ","","","","2","03 ","44_8756","26.6127787368619","False","2017-08-28 14:45:36","2","0","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","0","0","0","0","0","0","0","2","N"
"1669591","00429","2016-05-13 00:00:00","05","13","2016","6","09","9A ","17","Josephine","80","Grants Pass","31","GRNTS PS UA    ","17","U MJ-COL","False","","","","","","","","","","","42","26","58.670000000000000","-123","19","30.150000000000000","42.449630555555333","-123.325041666666667","","","","","01504  ","MANZANITA AVE               ","","02601  ","WASHINGTON BLVD             ","","1","0","9","","25","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","04","B","ANGL-OTH  ","1","ANGL    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","004","STOP SIGN ","True","3","CITY  ","","","","","","","03","PAS-STOP","","","","","0","0","False","False","False","False","False","6","25,001 to 50,000","3","URBAN CITY STREET ","","","","3","08 ","142_20346","331.668900000004","False","2017-08-17 14:39:02","2","0","0","1","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
