"CRASH_KEY_XREF_ID","CRASH_ID","VHCL_ID","PARTIC_ID"
"3224531360","1644065","3104448","3543479"
"3224531376","1644301","3104883","3543904"
"3224531408","1646237","3108477","3547480"
"3224531413","1646859","3109663","3548645"
"3224531455","1642336","3101278","3540287"
"3224531468","1642536","3101642","3540651"
"3224531480","1642722","3101980","3541000"
"3224531484","1642879","3102271","3541303"
"3224531492","1643172","3102807","3541841"
"3224531510","1643665","3103707","3542743"
"3224531528","1644115","3104543","3543573"
"3224531566","1648102","3111938","3550915"
"3224531569","1648502","3112674","3551636"
"3224531570","1648502","3112676","3551638"
"3224531592","1637020","3091541",""
"3224531593","1636563","3090705",""
"3224531602","1613706","3047688","3479069"
"3224531604","1613756","3047788","3479193"
"3224531605","1613756","3047788","3479194"
"3224531653","1617543","3055183","3488417"
"3224531727","1629232","3077125","3515876"
"3224531728","1629232","3077125","3515877"
"3224531738","1630018","3078540","3517645"
"3224531749","1631933","3082098","3521279"
"3224531788","1636920","3091365","3530451"
"3224531806","1638342","3093980","3533012"
"3224531817","1639428","3095952","3534990"
"3224531839","1640714","3098367","3537402"
"3224531848","1641800","3100325","3539315"
"3224531851","1643329","3103094","3542126"
"3224531857","1643465","3103343","3542375"
"3224531860","1643522","3103444","3542471"
"3224531862","1643622","3103629","3542665"
"3224531863","1643622","3103630","3542666"
"3224531872","1643865","3104080","3543114"
"3224531878","1643972","3104280","3543309"
"3224531884","1644101","3104516","3543547"
"3224531977","1642722","3101979","3540999"
"3224531982","1642879","3102272","3541304"
"3224532002","1643565","3103522","3542548"
"3224532010","1643872","3104094","3543127"
"3224532019","1644115","3104544","3543574"
"3224532054","1646973","3109874","3548854"
"3224532059","1648502","3112675","3551637"
"3224532082","1655347","3125307","3564083"
"3224532092","1636427","3090454",""
"3224532141","1644158","3104622","3543651"
"3224532145","1644215","3104724","3543747"
"3224532194","1654861","3124393","3563179"
"3224532197","1654904","3124478","3563260"
"3224532200","1655004","3124663","3563440"
"3224532212","1642522","3101617","3540626"
"3224532235","1643272","3102991","3542023"
"3224532254","1643565","3103523","3542549"
"3224532271","1643908","3104161","3543193"
"3224532319","1648145","3112015","3550992"
"3224532335","1654697","3124090","3562875"
"3224532347","1655104","3124847","3563620"
"3224532353","1636427","3090453",""
"3224532389","1642979","3102459","3541493"
"3224532390","1642979","3102460","3541494"
"3224532393","1643129","3102727","3541762"
"3224532424","1643865","3104081","3543115"
"3224532430","1643972","3104281","3543310"
"3224532455","1644644","3105518","3544543"
"3224532470","1646137","3108276","3547275"
"3224532472","1646237","3108476","3547479"
"3224532485","1646766","3109493","3548477"
"3224532492","1648145","3112016","3550993"
"3224532493","1648145","3112016","3550994"
"3224532503","1653468","3121847","3560662"
"3224532507","1654511","3123733","3562535"
"3224532530","1606054","3032867",""
"3224532557","1643951","3104239","3543268"
"3224532595","1646073","3108149","3547147"
"3224532596","1646080","3108164","3547162"
"3224532597","1646080","3108164","3547163"
"3224532598","1646373","3108736","3547738"
"3224532629","1654218","3123189","3561996"
"3224532647","1643479","3103369",""
"3224532649","1644808","3105826",""
"3224532664","1642679","3101903","3540923"
"3224532670","1642922","3102346","3541382"
"3224532674","1643029","3102548","3541582"
"3224532683","1643215","3102882","3541918"
"3224532733","1644265","3104811","3543833"
"3224532737","1644315","3104911","3543935"
"3224532740","1644351","3104977","3543996"
"3224532752","1644644","3105520","3544545"
"3224532764","1646859","3109664","3548646"
"3224532799","1642493","3101566","3540575"
"3224532816","1643029","3102549","3541583"
"3224532854","1643951","3104238","3543267"
"3224532868","1644215","3104723","3543746"
"3224532895","1644808","3105825","3544848"
"3224532902","1646073","3108148","3547146"
"3224532905","1646373","3108735","3547737"
"3224532932","1654904","3124477","3563259"
"3224532998","1643665","3103706","3542742"
"3224533024","1644351","3104978","3543997"
