"CRASH_ID","VHCL_ID","VHCL_CODED_SEQ_NO","VHCL_OWNSHP_CD","VHCL_OWNSHP_SHORT_DESC","VHCL_USE_CD","VHCL_USE_SHORT_DESC","VHCL_TYP_CD","VHCL_TYP_SHORT_DESC","EMRGCY_VHCL_USE_FLG","TRLR_QTY","MVMNT_CD","MVMNT_SHORT_DESC","CMPSS_DIR_FROM_CD","VHCL_CMPSS_DIR_FROM_SHORT_DESC","CMPSS_DIR_TO_CD","VHCL_CMPSS_DIR_TO_SHORT_DESC","ACTN_CD","ACTN_SHORT_DESC","VHCL_CAUSE_1_CD","VHCL_CAUSE_1_SHORT_DESC","VHCL_CAUSE_2_CD","VHCL_CAUSE_2_SHORT_DESC","VHCL_CAUSE_3_CD","VHCL_CAUSE_3_SHORT_DESC","VHCL_EVNT_1_CD","VHCL_EVNT_1_SHORT_DESC","VHCL_EVNT_2_CD","VHCL_EVNT_2_SHORT_DESC","VHCL_EVNT_3_CD","VHCL_EVNT_3_SHORT_DESC","VHCL_SPEED_FLG","VHCL_HIT_RUN_FLG","VHCL_SFTY_EQUIP_USED_QTY","VHCL_SFTY_EQUIP_UNUSED_QTY","VHCL_SFTY_EQUIP_USE_UNKNWN_QTY","VHCL_OCCUP_CNT","STRIKG_VHCL_FLG"
"1604703","3030143","4","2","GOVMT","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","7","W ","3","E ","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","2","0","0","2","False"
"1604704","3030144","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","8","NW","4","SE","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604721","3030179","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","3","E ","7","W ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604727","3030193","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","8","NW","4","SE","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604727","3030194","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","8","NW","4","SE","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","0","0","1","1","False"
"1604743","3030229","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","3","TURN-L","3","E ","5","S ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604750","3030243","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","","6","STOP  ","3","E ","7","W ","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604751","3030244","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","3","E ","7","W ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604768","3030279","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","7","W ","3","E ","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604776","3030293","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","5","S ","1","N ","011","STOPPED  ","00","NO CODE ","","","","","013","FORCED    ","","","","","False","False","0","0","1","1","False"
"1604776","3030294","3","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","5","S ","1","N ","022","PREV COL ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604793","3030329","3","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","7","W ","3","E ","022","PREV COL ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604801","3030343","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","5","S ","1","N ","000","NONE     ","00","NO CODE ","","","","","091","BUILDING  ","","","","","False","False","1","0","1","2","True"
"1604801","3030344","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","7","W ","3","E ","000","NONE     ","00","NO CODE ","","","","","057","STOPSIGN  ","059","HYDRANT   ","","","False","False","1","0","0","1","False"
"1604819","3030379","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","3","TURN-L","3","E ","5","S ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","2","0","0","2","False"
"1604826","3030393","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","6","SW","2","NE","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604827","3030394","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","1","N ","5","S ","000","NONE     ","22","DEF BRKE","","","","","","","","","","","False","False","3","0","0","3","True"
"1604847","3030429","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","5","S ","1","N ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","0","0","1","1","True"
"1604854","3030443","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","3","E ","7","W ","007","AVOIDING ","00","NO CODE ","","","","","079","DITCH     ","","","","","False","False","1","0","0","1","True"
"1604855","3030444","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","2","TURN-R","8","NW","6","SW","000","NONE     ","00","NO CODE ","","","","","","","","","","","True","False","0","0","1","1","True"
"1604870","3030479","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","1","N ","5","S ","012","STP/L TRN","00","NO CODE ","","","","","","","","","","","False","False","2","0","0","2","False"
"1604877","3030493","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","1","N ","5","S ","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","2","0","0","2","False"
"1604878","3030494","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","7","W ","3","E ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","0","0","1","1","True"
"1604624","3029988","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","7","W ","3","E ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604629","3029999","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","7","W ","3","E ","011","STOPPED  ","00","NO CODE ","","","","","013","FORCED    ","","","","","False","False","1","0","0","1","False"
"1604635","3030013","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","3","TURN-L","6","SW","8","NW","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604648","3030038","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","3","TURN-L","4","SE","6","SW","018","EXIT DWY ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604658","3030056","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","5","S ","1","N ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","3","0","0","3","False"
"1604662","3030063","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","3","E ","7","W ","007","AVOIDING ","00","NO CODE ","","","","","034","GAME      ","079","DITCH     ","010","SUB OTRN  ","True","False","1","1","0","2","True"
"1604671","3030081","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","3","TURN-L","1","N ","3","E ","019","ENTR DWY ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604684","3030106","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","3","E ","7","W ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604693","3030124","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","4","SE","8","NW","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604697","3030131","3","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","2","TURN-R","1","N ","7","W ","019","ENTR DWY ","00","NO CODE ","","","","","","","","","","","False","False","2","0","0","2","False"
"1604706","3030149","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","4","SE","8","NW","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604718","3030174","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","1","N ","5","S ","031","PASSING  ","00","NO CODE ","","","","","","","","","","","True","False","1","0","0","1","True"
"1604724","3030188","3","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","1","N ","5","S ","022","PREV COL ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604730","3030199","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","1","N ","5","S ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","3","0","0","3","True"
"1604735","3030213","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","6","SW","2","NE","006","SLOW DN  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604748","3030238","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","1","N ","5","S ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604757","3030256","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","5","S ","1","N ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","2","0","0","2","True"
"1604760","3030263","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","4","SE","8","NW","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","0","0","1","1","True"
"1604769","3030281","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","3","TURN-L","4","SE","6","SW","015","GO A/STOP","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604781","3030306","3","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","8","NW","4","SE","022","PREV COL ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604791","3030324","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","8","NW","4","SE","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","3","0","0","3","True"
"1604794","3030331","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","6","SW","2","NE","011","STOPPED  ","00","NO CODE ","","","","","004","INDRCT PED","","","","","False","False","2","0","0","2","False"
"1604804","3030349","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","9","PARKNG","5","S ","1","N ","009","ANG PARK ","00","NO CODE ","","","","","","","","","","","False","False","2","0","0","2","True"
"1604816","3030374","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","7","W ","3","E ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604826","3030392","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","6","SW","2","NE","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","True"
"1604829","3030399","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","","1","STRGHT","3","E ","7","W ","015","GO A/STOP","00","NO CODE ","","","","","013","FORCED    ","","","","","False","False","1","0","0","1","False"
"1604840","3030417","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","","1","STRGHT","7","W ","3","E ","088","OTHER    ","00","NO CODE ","","","","","079","DITCH     ","","","","","False","False","0","0","2","2","True"
"1604853","3030442","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","1","N ","5","S ","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","0","0","1","1","False"
"1604860","3030456","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","3","TURN-L","2","NE","4","SE","000","NONE     ","00","NO CODE ","","","","","030","PET       ","","","","","False","True","0","0","1","1","True"
"1604864","3030467","5","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","6","SW","2","NE","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604871","3030481","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","3","TURN-L","5","S ","7","W ","015","GO A/STOP","00","NO CODE ","","","","","","","","","","","False","False","0","0","3","3","False"
"1604884","3030506","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","1","N ","5","S ","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604621","3029984","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","6","STOP  ","7","W ","3","E ","011","STOPPED  ","00","NO CODE ","","","","","","","","","","","False","False","1","0","0","1","False"
"1604631","3030003","2","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","7","PRKD-P","1","N ","5","S ","008","PAR PARK ","00","NO CODE ","","","","","040","CURB      ","","","","","False","False","0","0","0","0","False"
"1604638","3030018","1","1","PRVTE","0","NONE  ","01","PSNGR CAR ","False","0","1","STRGHT","5","S ","1","N ","000","NONE     ","00","NO CODE ","","","","","","","","","","","False","False","0","0","1","1","True"
