"CRASH_KEY_XREF_ID","CRASH_ID","VHCL_ID","PARTIC_ID"
"3224769093","1736869","3276692","3736915"
"3224769097","1737362","3277626","3738086"
"3224769098","1737362","3277628","3738088"
"3224769189","1754971","3309973","3775600"
"3224769195","1755028","3310073","3775701"
"3224769217","1755503","3310916","3776527"
"3224769229","1755721","3311286","3776887"
"3224769234","1755814","3311452","3777052"
"3224769247","1756618","3312888","3778441"
"3224769267","1760651","3320174","3785545"
"3224769270","1734772","3272684","3731915"
"3224769271","1734822","3272782","3732026"
"3224769272","1734822","3272782","3732027"
"3224769273","1735022","3273167","3732489"
"3224769274","1735022","3273167","3732490"
"3224769275","1735022","3273167","3732491"
"3224769280","1735308","3273718","3733152"
"3224769284","1735383","3273854","3733330"
"3224769287","1735465","3274005","3733519"
"3224769312","1736119","3275239","3735051"
"3224769314","1736137","3275275","3735101"
"3224769316","1736183","3275356","3735210"
"3224769318","1736201","3275390","3735258"
"3224769323","1736401","3275777","3735776"
"3224769363","1739195","3281108","3742480"
"3224769364","1739195","3281108","3742481"
"3224769365","1739195","3281108","3742482"
"3224769405","1753849","3307965","3773653"
"3224769427","1754960","3309952","3775579"
"3224769428","1754985","3310001","3775628"
"3224769431","1755035","3310086","3775714"
"3224769451","1755303","3310571","3776193"
"3224769454","1755346","3310652","3776273"
"3224769460","1755453","3310837","3776451"
"3224769483","1756032","3311858","3777448"
"3224769490","1756632","3312909","3778462"
"3224769501","1758572","3316453","3781920"
"3224769511","1760626","3320131","3785502"
"3224769551","1735333","3273761","3733206"
"3224769552","1735333","3273762","3733207"
"3224769613","1774748","3345040","3809748"
"3224769620","1738741","3280263","3741409"
"3224769621","1738834","3280428","3741609"
"3224769631","1739145","3281013","3742360"
"3224769667","1748751","3299098","3764964"
"3224769697","1754785","3309643","3775280"
"3224769714","1755121","3310244","3775872"
"3224769719","1755278","3310529","3776152"
"3224769730","1755503","3310915","3776526"
"3224769742","1755707","3311265","3776866"
"3224769763","1756618","3312887","3778440"
"3224769772","1758597","3316495","3781961"
"3224769778","1759533","3318181","3783602"
"3224769788","1734554","3272243","3731350"
"3224769789","1734597","3272329","3731451"
"3224769831","1735583","3274215","3733779"
"3224769832","1735601","3274251","3733820"
"3224769842","1735776","3274594","3734253"
"3224769843","1735776","3274594","3734254"
"3224769850","1735908","3274844","3734578"
"3224769851","1735908","3274844","3734579"
"3224769859","1736176","3275344","3735192"
"3224769863","1773212","3342578","3807359"
"3224769867","1774998","3345422","3810110"
"3224769877","1736937","3276823","3737070"
"3224769879","1737044","3277023","3737334"
"3224769914","1739813","3282332","3744011"
"3224769934","1748351","3298415","3764299"
"3224769950","1753874","3308011","3773697"
"3224769956","1754653","3309404","3775051"
"3224769961","1754703","3309497","3775139"
"3224769988","1755228","3310440","3776066"
"3224770002","1755478","3310876","3776489"
"3224770027","1755882","3311576","3777174"
"3224770028","1755907","3311619","3777214"
"3224770091","1736137","3275276","3735102"
"3224770116","1737362","3277627","3738087"
"3224770122","1773487","3343046","3807818"
"3224770151","1739184","3281085","3742449"
"3224770214","1754853","3309765","3775396"
"3224770261","1755814","3311451","3777051"
"3224770275","1756439","3312573","3778139"
"3224770277","1756643","3312930","3778484"
"3224770282","1757018","3313609","3779138"
"3224770292","1761055","3320895","3786252"
"3224770315","1761937","3322474","3787791"
"3224770332","1764638","3327304","3792524"
"3224770337","1765124","3328172","3793375"
"3224770340","1765281","3328447","3793643"
"3224770352","1766710","3331055","3796158"
"3224770390","1761255","3321253","3786603"
"3224770410","1761966","3322525","3787844"
"3224770416","1762205","3322959","3788269"
"3224770426","1762791","3324002","3789288"
"3224770435","1764638","3327303","3792523"
"3224770442","1765124","3328171","3793374"
"3224770443","1765281","3328448","3793644"
"3224770456","1766710","3331056","3796159"
"3224770473","1769093","3335366","3800365"
"3224770478","1754760","3309596",""
