"CRASH_ID","SER_NO","CRASH_DT","CRASH_MO_NO","CRASH_DAY_NO","CRASH_YR_NO","CRASH_WK_DAY_CD","CRASH_HR_NO","CRASH_HR_SHORT_DESC","CNTY_ID","CNTY_NM","CITY_SECT_ID","CITY_SECT_NM","URB_AREA_CD","URB_AREA_SHORT_NM","FC_CD","FC_SHORT_DESC","NHS_FLG","HWY_NO","HWY_SFX_NO","HWY_MED_NM","RDWY_NO","HWY_COMPNT_CD","HWY_COMPNT_SHORT_DESC","MLGE_TYP_CD","MLGE_TYP_SHORT_DESC","RD_CON_NO","LRS_VAL","LAT_DEG_NO","LAT_MINUTE_NO","LAT_SEC_NO","LONGTD_DEG_NO","LONGTD_MINUTE_NO","LONGTD_SEC_NO","LAT_DD","LONGTD_DD","SPECL_JRSDCT_ID","SPECL_JRSDCT_SHORT_DESC","JRSDCT_GRP_CD","JRSDCT_GRP_LONG_DESC","AGY_ST_NO","ST_FULL_NM","RECRE_RD_NM","ISECT_AGY_ST_NO","ISECT_ST_FULL_NM","ISECT_RECRE_RD_NM","ISECT_SEQ_NO","FROM_ISECT_DSTNC_QTY","CMPSS_DIR_CD","MP_NO","POST_SPEED_LMT_VAL","RD_CHAR_CD","RD_CHAR_SHORT_DESC","OFF_RDWY_FLG","ISECT_TYP_CD","ISECT_TYP_SHORT_DESC","ISECT_REL_FLG","RNDABT_FLG","DRVWY_REL_FLG","LN_QTY","TURNG_LEG_QTY","MEDN_TYP_CD","MEDN_TYP_SHORT_DESC","IMPCT_LOC_CD","CRASH_TYP_CD","CRASH_TYP_SHORT_DESC","COLLIS_TYP_CD","COLLIS_TYP_SHORT_DESC","CRASH_SVRTY_CD","CRASH_SVRTY_SHORT_DESC","WTHR_COND_CD","WTHR_COND_SHORT_DESC","RD_SURF_COND_CD","RD_SURF_SHORT_DESC","LGT_COND_CD","LGT_COND_SHORT_DESC","TRAF_CNTL_DEVICE_CD","TRAF_CNTL_DEVICE_SHORT_DESC","TRAF_CNTL_FUNC_FLG","INVSTG_AGY_CD","INVSTG_AGY_SHORT_DESC","CRASH_EVNT_1_CD","CRASH_EVNT_1_SHORT_DESC","CRASH_EVNT_2_CD","CRASH_EVNT_2_SHORT_DESC","CRASH_EVNT_3_CD","CRASH_EVNT_3_SHORT_DESC","CRASH_CAUSE_1_CD","CRASH_CAUSE_1_SHORT_DESC","CRASH_CAUSE_2_CD","CRASH_CAUSE_2_SHORT_DESC","CRASH_CAUSE_3_CD","CRASH_CAUSE_3_SHORT_DESC","SCHL_ZONE_IND","WRK_ZONE_IND","ALCHL_INVLV_FLG","DRUG_INVLV_FLG","MJ_INVLV_FLG","CRASH_SPEED_INVLV_FLG","CRASH_HIT_RUN_FLG","POP_RNG_CD","POP_RNG_MED_DESC","RD_CNTL_CD","RD_CNTL_MED_DESC","RTE_TYP_CD","RTE_ID","RTE_NM","REG_ID","DIST_ID","SEG_MRK_ID","SEG_PT_LRS_MEAS","UNLOCT_FLG","CRASH_LAST_UD_DT","TOT_VHCL_CNT","TOT_FATAL_CNT","TOT_INJ_LVL_A_CNT","TOT_INJ_LVL_B_CNT","TOT_INJ_LVL_C_CNT","TOT_INJ_CNT","TOT_UNINJD_AGE00_04_CNT","TOT_UNINJD_PER_CNT","TOT_PED_CNT","TOT_PED_FATAL_CNT","TOT_PED_INJ_LVL_A_CNT","TOT_PED_INJ_CNT","TOT_PEDCYCL_CNT","TOT_PEDCYCL_FATAL_CNT","TOT_PEDCYCL_INJ_LVL_A_CNT","TOT_PEDCYCL_INJ_CNT","TOT_UNKNWN_CNT","TOT_UNKNWN_FATAL_CNT","TOT_UNKNWN_INJ_CNT","TOT_OCCUP_CNT","TOT_PER_INVLV_CNT","TOT_SFTY_EQUIP_USED_QTY","TOT_SFTY_EQUIP_UNUSED_QTY","TOT_SFTY_EQUIP_USE_UNKNOWN_QTY","TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT","TOT_MCYCLST_FATAL_CNT","TOT_MCYCLST_INJ_LVL_A_CNT","TOT_MCYCLST_INJ_CNT","TOT_MCYCLST_UNHELMTD_FATAL_CNT","TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT","TOT_DRVR_AGE_01_20_CNT","LANE_RDWY_DPRT_CRASH_FLG"
"1725849","00851","2017-05-03 00:00:00","05","03","2017","4","21","9P ","09","Deschutes","19","Bend","9","BEND UA        ","14","U PR-ART","True","004","  ","THE DALLES-CALIFORNIA","1","6","CN","0","R","1","0004BM100S00","44","5","27.000000000000000","-121","18","1.240000000000000","44.090833333333333","-121.300344444444000","","","","","00715  ","EMPIRE AVE                  ","","09901  ","NB ENFR EMPIRE              ","","1","","3","135.5","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","2","DLIT","001","TRF SIGNAL","True","5","NO RPT","","","","","","","07","TOO-CLOS","","","","","","","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","US","97   ","US 97     ","4","10 ","293_9017","0","False","2018-08-07 17:04:13","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1725858","10184","2017-09-17 00:00:00","09","17","2017","1","21","9P ","26","Multnomah","243","Portland NE","57","PORTLAND UA    ","11","U INTRST","True","064","  ","EAST PORTLAND FREEWAY","2","0","MN","0","R","","006400200S00","45","32","38.970000000000000","-122","33","41.050000000000000","45.544158333333333","-122.561402777777000","","","","","00745  ","EAST PORTLAND FY            ","","09532  ","WB BNFLD-SB E PTLD          ","","1","","6","22.36","55","3","STRGHT  ","False","","","False","False","False","6","","2","DIVMD","05","C","S-STRGHT  ","3","REAR    ","5","PDO","3","RAIN","2","WET ","2","DLIT","017","MEDIAN BAR","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","IS","205  ","IS 205    ","1","02B","293_5900","1136.70699714818","False","2018-08-08 09:08:03","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","4","0","1","0","0","0","0","0","0","0","N"
"1725883","10211","2017-09-18 00:00:00","09","18","2017","2","09","9A ","26","Multnomah","242","Portland N","57","PORTLAND UA    ","11","U INTRST","True","001","  ","PACIFIC","1","0","MN","0","R","","000100100S00","45","36","57.550000000000000","-122","40","36.180000000000000","45.615986111111000","-122.676716666666667","","","","","00322  ","PACIFIC HY I-5              ","","09458  ","SB EX JANTZN BCH C4         ","","1","","1","308.22","50","8","BRIDGE  ","False","","","False","False","False","6","","1","RSDMD","07","E","S-1STOP   ","3","REAR    ","5","PDO","3","RAIN","2","WET ","1","DAY ","017","MEDIAN BAR","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","IS","5    ","I-5       ","1","02B","293_2930","1188.6481679797","False","2018-08-08 09:08:02","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1725892","06121","2017-10-02 00:00:00","10","02","2017","2","07","7A ","34","Washington","18","Beaverton","57","PORTLAND UA    ","12","U FWY/XP","True","047","  ","SUNSET","1","0","MN","0","R","","004700100S00","45","30","53.930000000000000","-122","47","48.090000000000000","45.514980555555000","-122.796691666666333","","","","","02244  ","SUNSET HWY                  ","","09401  ","EB EXTO CEDAR HILLS         ","","1","","3","68.21","55","3","STRGHT  ","True","","","False","False","False","7","","1","RSDMD","05","8","FIX OBJ   ","9","FIX     ","5","PDO","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","5","NO RPT","044","BARRIER   ","013","FORCED    ","","","10","OTHR-IMP","","","","","","","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","US","26   ","US 26     ","1","02B","293_6527","535.574408567208","False","2018-08-07 17:03:07","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","Y"
"1724300","14405","2017-12-24 00:00:00","12","24","2017","1","22","10P","26","Multnomah","","","57","PORTLAND UA    ","11","U INTRST","True","064","  ","EAST PORTLAND FREEWAY","2","0","MN","0","R","","006400200S00","45","30","15.150000000000000","-122","21","31.690000000000000","45.504208333333000","-122.358802777777000","","","","","","                            ","","","                            ","","","","0","999.99","","3","STRGHT  ","False","","","False","False","False","6","","2","DIVMD","04","C","S-STRGHT  ","5","SS-O    ","4","INJ","1","CLR ","4","ICE ","3","DARK","099","UNKNOWN   ","True","0","NONE  ","124","SLIPPERY  ","","","","","13","IMP LN C","","","","","","","False","False","False","False","False","","","8","SUBURBAN HWY SYSTEM","","","","1","02C","","","True","2018-04-26 08:39:10","3","0","0","0","3","3","0","2","0","0","0","0","0","0","0","0","0","0","0","5","5","3","0","2","0","0","0","0","0","0","0","N"
"1724349","07980","2017-11-30 00:00:00","11","30","2017","5","04","4A ","34","Washington","18","Beaverton","57","PORTLAND UA    ","12","U FWY/XP","True","047","  ","SUNSET","1","0","MN","0","R","","004700100S00","45","30","58.820000000000000","-122","48","0.970000000000000","45.516338888888000","-122.800269444444000","","","","","02244  ","SUNSET HWY                  ","","09401  ","EB EXTO CEDAR HILLS         ","","1","","7","68.01","55","3","STRGHT  ","False","","","False","False","False","7","","1","RSDMD","04","C","S-STRGHT  ","3","REAR    ","4","INJ","5","FOG ","1","DRY ","2","DLIT","000","NONE      ","True","3","CITY  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","True","7","50,001 to 100,000","4","URBAN HWY SYSTEM","US","26   ","US 26     ","1","02B","293_6526","2381.97338313748","False","2018-08-07 17:03:07","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1724364","08042","2017-12-15 00:00:00","12","15","2017","6","16","4P ","34","Washington","","","57","PORTLAND UA    ","11","U INTRST","True","001","  ","PACIFIC","2","0","MN","0","R","","000100200S00","45","24","21.570000000000000","-122","44","38.470000000000000","45.405991666666000","-122.744019444444333","","","","","","                            ","","","                            ","","","","0","291.19","55","7","GRADE   ","False","","","False","False","False","8","","1","RSDMD","04","C","S-STRGHT  ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","1","STATE ","","","","","","","27","INATTENT","29","F AVOID ","","","0","0","False","False","False","False","False","","","8","SUBURBAN HWY SYSTEM","IS","5    ","I-5       ","1","02B","293_2939","388.985803644951","False","2018-04-30 11:20:29","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1724400","02794","2017-05-19 00:00:00","05","19","2017","6","11","11A","34","Washington","","","","","06","R MN-ART","False","037","  ","WILSON RIVER","1","0","MN","0","R","","003700100S00","45","39","16.640000000000000","-123","18","16.680000000000000","45.654622222222000","-123.304633333333000","","","","","","                            ","","","                            ","","","","0","37.45","55","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","04","G","O-STRGHT  ","2","HEAD    ","2","FAT","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","1","STATE ","","","","","","","05","LEFT-CTR","","","","","0","0","False","False","False","False","False","","","5","RURAL HWY SYSTEM","OR","6    ","OR 6      ","2","01 ","293_21639","3790.14744760624","False","2018-04-30 11:20:32","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","Y"
"1724449","14727","2017-08-06 00:00:00","08","06","2017","1","10","10A","26","Multnomah","247","Portland SW","57","PORTLAND UA    ","12","U FWY/XP","True","047","  ","SUNSET","1","0","MN","0","R","","004700100S00","45","30","25.680000000000000","-122","43","8.660000000000000","45.507133333333000","-122.719072222221667","","","","","02950  ","EB SUNSET HY                ","","09604  ","EB EX KNIGHTS BV C1         ","","1","","3","72.15","50","8","BRIDGE  ","False","","","False","False","False","7","","1","RSDMD","04","C","S-STRGHT  ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","7","OTHER ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","US","26   ","US 26     ","1","02B","293_6657","694.928243308884","False","2018-08-08 09:08:04","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1724450","08152","2017-12-19 00:00:00","12","19","2017","3","18","6P ","34","Washington","","","","","02","R PR-ART","True","102","  ","NEHALEM","1","0","MN","0","R","","010200100S00","45","32","52.740000000000000","-123","6","21.570000000000000","45.547983333333333","-123.105991666666000","","","","","","                            ","","","                            ","","","","1","88.05","45","1","INTER   ","False","1","CROSS  ","False","True","False","","4","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","3","RAIN","2","WET ","2","DLIT","007","YIELD     ","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","","","5","RURAL HWY SYSTEM","OR","47   ","OR 47     ","1","01 ","293_25538","0","False","2018-04-30 11:20:35","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1724887","00053","2017-01-24 00:00:00","01","24","2017","3","08","8A ","33","Wasco","","","","","01","R INTRST","True","002","  ","COLUMBIA RIVER","2","0","MN","0","R","","000200200S00","45","38","4.030000000000000","-121","5","53.110000000000000","45.634452777777333","-121.098086111110333","","","","","","                            ","","","                            ","","","","0","90.01","70","5","CURVE   ","False","","","False","False","False","4","","2","DIVMD","03","E","S-1STOP   ","3","REAR    ","5","PDO","2","CLD ","3","SNO ","1","DAY ","099","UNKNOWN   ","True","1","STATE ","129","HILL INV  ","","","","","07","TOO-CLOS","","","","","","1","False","False","False","False","False","","","5","RURAL HWY SYSTEM","IS","84   ","I-84      ","4","09 ","293_21898","5175.11915521678","False","2018-05-03 11:13:14","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1724905","83134","2017-08-01 00:00:00","08","01","2017","3","07","7A ","26","Multnomah","247","Portland SW","57","PORTLAND UA    ","11","U INTRST","True","001","  ","PACIFIC","2","0","MN","0","R","","000100200S00","45","27","21.050000000000000","-122","42","45.300000000000000","45.455847222222000","-122.712583333333000","","","","","00306  ","PACIFIC HY I-5              ","","09490  ","NB EX TAYLORS FY C1         ","","1","","6","295.5","55","3","STRGHT  ","False","","","False","False","False","6","","1","RSDMD","05","E","S-1STOP   ","3","REAR    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","0","NONE  ","","","","","","","27","INATTENT","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","IS","5    ","I-5       ","1","02B","293_2972","1530.28536688434","False","2018-08-08 09:08:04","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1724930","03916","2017-09-08 00:00:00","09","08","2017","6","14","2P ","03","Clackamas","160","Oregon City","57","PORTLAND UA    ","11","U INTRST","True","064","  ","EAST PORTLAND FREEWAY","2","0","MN","0","R","","006400200S00","45","22","34.000000000000000","-122","35","8.050000000000000","45.376111111110667","-122.585569444444333","","","","","00710  ","EAST PORTLAND FY            ","","09208  ","SB EX PARK PL FR            ","","1","","2","10.38","55","3","STRGHT  ","False","","","False","False","False","8","","1","RSDMD","10","E","S-1STOP   ","3","REAR    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","000","NONE      ","True","1","STATE ","","","","","","","29","F AVOID ","","","","","0","0","False","False","False","False","False","6","25,001 to 50,000","4","URBAN HWY SYSTEM","IS","205  ","IS 205    ","1","02B","293_5825","317.883649559374","False","2018-08-08 08:31:56","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1724944","00255","2017-02-23 00:00:00","02","23","2017","5","15","3P ","22","Linn","","","","","02","R PR-ART","True","016","  ","SANTIAM","1","0","MN","0","R","","001600100S00","44","25","17.780000000000000","-121","52","41.000000000000000","44.421605555554667","-121.878055555554667","","","","","","                            ","","","                            ","","","","0","79","55","7","GRADE   ","True","","","False","False","False","2","","0","NONE ","06","8","FIX OBJ   ","9","FIX     ","4","INJ","6","SNOW","4","ICE ","1","DAY ","000","NONE      ","True","1","STATE ","077","SNO BANK  ","010","SUB OTRN  ","","","01","TOO-FAST","","","","","0","0","False","False","False","True","False","","","5","RURAL HWY SYSTEM","US","20   ","US 20     ","2","03 ","293_18083","13724.1737109712","False","2018-05-03 11:13:18","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","Y"
"1724948","00257","2017-02-24 00:00:00","02","24","2017","6","18","6P ","22","Linn","","","","","02","R PR-ART","True","210","  ","CORVALLIS-LEBANON","1","0","MN","0","R","","021000100S00","44","33","52.920000000000000","-123","15","7.740000000000000","44.564700000000000","-123.252150000000000","","","","","","                            ","","","                            ","","","","3","0.34","45","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","3","RAIN","2","WET ","2","DLIT","001","TRF SIGNAL","True","1","STATE ","","","","","","","07","TOO-CLOS","","","","","0","0","False","False","False","False","False","","","5","RURAL HWY SYSTEM","OR","34   ","OR 34     ","2","04 ","293_7472","0","False","2018-05-03 11:13:18","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1724973","08787","2017-08-15 00:00:00","08","15","2017","3","23","11P","26","Multnomah","243","Portland NE","57","PORTLAND UA    ","11","U INTRST","True","001","  ","PACIFIC","2","0","MN","0","R","","000100200S00","45","31","51.770000000000000","-122","39","54.650000000000000","45.531047222221667","-122.665180555555000","","","","","00302  ","PACIFIC HY I-5              ","","09434  ","NB EX WEIDLER C1            ","","1","","5","302.05","50","3","STRGHT  ","False","","","False","False","False","6","","1","RSDMD","03","C","S-STRGHT  ","3","REAR    ","5","PDO","1","CLR ","1","DRY ","2","DLIT","099","UNKNOWN   ","True","5","NO RPT","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","IS","5    ","I-5       ","1","02B","293_2553","445.832300582408","False","2018-08-08 09:08:03","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","4","2","0","2","0","0","0","0","0","0","0","N"
"1725947","08299","2017-12-13 00:00:00","12","13","2017","4","16","4P ","34","Washington","18","Beaverton","57","PORTLAND UA    ","12","U FWY/XP","True","047","  ","SUNSET","1","0","MN","0","R","","004700100S00","45","30","34.630000000000000","-122","46","55.960000000000000","45.509619444444000","-122.782211111110667","","","","","02244  ","SUNSET HWY                  ","","09501  ","EB EXTO HY 144 SB C1        ","","1","","7","69.02","55","3","STRGHT  ","False","","","False","False","False","6","","1","RSDMD","03","C","S-STRGHT  ","3","REAR    ","5","PDO","1","CLR ","1","DRY ","5","DUSK","099","UNKNOWN   ","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","7","50,001 to 100,000","4","URBAN HWY SYSTEM","US","26   ","US 26     ","1","02B","293_23184","1410.80121016971","False","2018-08-07 17:03:07","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1725981","07409","2017-07-11 00:00:00","07","11","2017","3","16","4P ","26","Multnomah","247","Portland SW","57","PORTLAND UA    ","12","U FWY/XP","True","047","  ","SUNSET","1","1","CP","0","R","","004700100S00","45","30","55.220000000000000","-122","41","38.080000000000000","45.515338888888000","-122.693911111110333","","","","","02950  ","EB SUNSET HY                ","","09565  ","NB EF SUNSET HY C1          ","","1","","7","73.71","50","3","STRGHT  ","False","","","False","False","False","3","","0","NONE ","04","E","S-1STOP   ","3","REAR    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","015","ONE-WAY   ","True","0","NONE  ","","","","","","","27","INATTENT","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","US","26   ","US 26     ","1","02B","293_6659","3923.41949033258","False","2018-08-08 09:08:04","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","6","6","5","0","1","0","0","0","0","0","0","0","N"
"1725990","00017","2017-01-17 00:00:00","01","17","2017","3","13","1P ","28","Sherman","","","","","01","R INTRST","True","002","  ","COLUMBIA RIVER","2","0","MN","0","R","","000200200S00","45","38","8.050000000000000","-120","54","41.710000000000000","45.635569444444333","-120.911586111111000","","","","","","                            ","","","                            ","","","","0","100","70","3","STRGHT  ","True","","","False","False","False","4","","1","RSDMD","05","8","FIX OBJ   ","9","FIX     ","5","PDO","2","CLD ","4","ICE ","1","DAY ","099","UNKNOWN   ","True","1","STATE ","044","BARRIER   ","092","PHANTOM   ","124","SLIPPERY  ","01","TOO-FAST","","","","","0","0","False","False","False","True","False","","","5","RURAL HWY SYSTEM","IS","84   ","I-84      ","4","09 ","293_3889","775.075640023919","False","2018-05-06 14:10:50","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","Y"
"1726015","01958","2017-05-19 00:00:00","05","19","2017","6","13","1P ","24","Marion","","","","","06","R MN-ART","False","160","  ","CASCADE HWY SOUTH","1","0","MN","0","R","","016000100S00","45","1","27.840000000000000","-122","44","28.410000000000000","45.024399999999667","-122.741224999999333","","","","","","                            ","","","                            ","","","","0","27.23","55","2","ALLEY   ","False","","","False","False","False","2","","0","NONE ","03","D","S-1TURN   ","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","0","NONE  ","","","","","","","06","IMP-OVER","","","","","","","False","False","False","False","False","","","5","RURAL HWY SYSTEM","OR","213  ","213       ","2","03 ","293_1165","1281.28748186886","False","2018-05-06 14:10:52","2","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","2","0","1","0","0","0","0","0","0","0","N"
"1726024","04453","2017-10-25 00:00:00","10","25","2017","4","01","1A ","03","Clackamas","230","West Linn","57","PORTLAND UA    ","11","U INTRST","True","064","  ","EAST PORTLAND FREEWAY","2","0","MN","0","R","","006400200S00","45","20","53.790000000000000","-122","39","15.770000000000000","45.348274999999333","-122.654380555555000","","","","","00705  ","EAST PORTLAND FY            ","","09210  ","WB ENFR 10TH                ","","1","","7","6.25","55","3","STRGHT  ","True","","","False","False","False","4","","2","DIVMD","06","8","FIX OBJ   ","9","FIX     ","5","PDO","1","CLR ","1","DRY ","2","DLIT","099","UNKNOWN   ","True","3","CITY  ","058","OTH SIGN  ","","","","","01","TOO-FAST","33","RECKLESS","","","0","1","True","False","False","True","False","6","25,001 to 50,000","4","URBAN HWY SYSTEM","IS","205  ","IS 205    ","1","02B","293_5798","881.218619697826","False","2018-08-08 09:04:05","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","Y"
"1726049","04186","2017-04-23 00:00:00","04","23","2017","1","00","12A","26","Multnomah","242","Portland N","57","PORTLAND UA    ","11","U INTRST","True","061","  ","STADIUM FREEWAY","2","0","MN","0","R","","006100200S00","45","32","26.400000000000000","-122","40","47.810000000000000","45.540666666666333","-122.679947222221667","","","","","09010  ","FREMONT BRIDGE              ","","09443  ","SB EX FREMONT BR C1         ","","1","","6","3.55","50","8","BRIDGE  ","False","","","False","False","False","4","","0","NONE ","06","C","S-STRGHT  ","5","SS-O    ","5","PDO","0","UNK ","0","UNK ","2","DLIT","099","UNKNOWN   ","True","3","CITY  ","119","JERSEY BAR","","","","","13","IMP LN C","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","IS","405  ","IS 405    ","1","02B","293_5794","2573.40811935219","False","2018-08-08 09:08:02","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1724464","14777","2017-11-22 00:00:00","11","22","2017","4","13","1P ","26","Multnomah","243","Portland NE","57","PORTLAND UA    ","11","U INTRST","True","002","  ","COLUMBIA RIVER","2","0","MN","0","R","","000200200S00","45","32","51.360000000000000","-122","32","51.910000000000000","45.547599999999333","-122.547752777777333","","","","","00305  ","BANFIELD FY                 ","","09531  ","WB BNFLD-NB E PTLD          ","","1","","3","7.26","55","3","STRGHT  ","False","","","False","False","False","7","","1","RSDMD","09","C","S-STRGHT  ","5","SS-O    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","093","ACCEL LANE","True","0","NONE  ","","","","","","","13","IMP LN C","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","IS","84   ","I-84      ","1","02B","293_3967","179.496068385245","False","2018-08-08 09:08:03","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1724549","14423","2017-12-24 00:00:00","12","24","2017","1","19","7P ","26","Multnomah","243","Portland NE","57","PORTLAND UA    ","11","U INTRST","True","064","  ","EAST PORTLAND FREEWAY","1","0","MN","0","R","","006400100S00","45","32","21.330000000000000","-122","33","45.880000000000000","45.539258333333333","-122.562744444444000","","","","","00745  ","EAST PORTLAND FY            ","","09734  ","NB E PTLD-BNFLD C1          ","","1","","6","22.02","55","3","STRGHT  ","False","","","False","False","False","6","","2","DIVMD","04","E","S-1STOP   ","3","REAR    ","5","PDO","6","SNOW","4","ICE ","2","DLIT","017","MEDIAN BAR","True","0","NONE  ","124","SLIPPERY  ","","","","","29","F AVOID ","","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","IS","205  ","IS 205    ","1","02B","293_5734","3048.8964172135","False","2018-08-08 09:08:03","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","4","0","1","0","0","0","0","0","0","0","N"
"1724550","00017","2017-01-07 00:00:00","01","07","2017","7","13","1P ","01","Baker","","","","","01","R INTRST","True","006","  ","OLD OREGON TRAIL","1","0","MN","0","R","","000600100S00","44","19","48.110000000000000","-117","16","52.010000000000000","44.330030555554667","-117.281113888888667","","","","","","                            ","","","                            ","","","","0","349.07","70","5","CURVE   ","True","","","False","False","False","4","","2","DIVMD","02","E","S-1STOP   ","3","REAR    ","5","PDO","6","SNOW","3","SNO ","1","DAY ","099","UNKNOWN   ","True","1","STATE ","092","PHANTOM   ","","","","","01","TOO-FAST","07","TOO-CLOS","29","F AVOID ","0","0","False","False","False","True","False","","","5","RURAL HWY SYSTEM","IS","84   ","I-84      ","5","14 ","293_5525","15709.71684188","False","2018-04-30 11:20:41","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","Y"
